email,id,idLegislatura,nome,siglaPartido,siglaUf,uri,uriPartido,urlFoto
dep.damiaofeliciano@camara.leg.br,74467,57,Damião Feliciano,UNIÃO,PB,https://dadosabertos.camara.leg.br/api/v2/deputados/74467,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,https://www.camara.leg.br/internet/deputado/bandep/74467.jpg
dep.dandara@camara.leg.br,220629,57,Dandara,PT,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/220629,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,https://www.camara.leg.br/internet/deputado/bandep/220629.jpg
dep.danicunha@camara.leg.br,220603,57,Dani Cunha,PL,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/220603,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220603.jpg
dep.danielagrobom@camara.leg.br,220571,57,Daniel Agrobom,PSD,GO,https://dadosabertos.camara.leg.br/api/v2/deputados/220571,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,https://www.camara.leg.br/internet/deputado/bandep/220571.jpg
dep.danielalmeida@camara.leg.br,74060,57,Daniel Almeida,PCdoB,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/74060,https://dadosabertos.camara.leg.br/api/v2/partidos/36779,https://www.camara.leg.br/internet/deputado/bandep/74060.jpg
dep.danielbarbosa@camara.leg.br,220582,57,Daniel Barbosa,PP,AL,https://dadosabertos.camara.leg.br/api/v2/deputados/220582,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/220582.jpg
dep.danielfreitas@camara.leg.br,204367,57,Daniel Freitas,PL,SC,https://dadosabertos.camara.leg.br/api/v2/deputados/204367,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/204367.jpg
dep.danieltrzeciak@camara.leg.br,204409,57,Daniel Trzeciak,PSDB,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/204409,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,https://www.camara.leg.br/internet/deputado/bandep/204409.jpg
dep.danieladowaguinho@camara.leg.br,204459,57,Daniela do Waguinho,REPUBLICANOS,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/204459,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/204459.jpg
dep.danielareinehr@camara.leg.br,220557,57,Daniela Reinehr,PL,SC,https://dadosabertos.camara.leg.br/api/v2/deputados/220557,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220557.jpg
dep.daniloforte@camara.leg.br,62881,57,Danilo Forte,PP,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/62881,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/62881.jpg
dep.danrleidedeushinterholz@camara.leg.br,160552,57,Danrlei de Deus Hinterholz,PSD,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/160552,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,https://www.camara.leg.br/internet/deputado/bandep/160552.jpg
dep.davidsoares@camara.leg.br,204511,57,David Soares,PODE,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/204511,https://dadosabertos.camara.leg.br/api/v2/partidos/36896,https://www.camara.leg.br/internet/deputado/bandep/204511.jpg
dep.defensorsteliodener@camara.leg.br,220539,57,Defensor Stélio Dener,UNIÃO,RR,https://dadosabertos.camara.leg.br/api/v2/deputados/220539,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,https://www.camara.leg.br/internet/deputado/bandep/220539.jpg
dep.delegadaadrianaaccorsi@camara.leg.br,220565,57,Delegada Adriana Accorsi,PT,GO,https://dadosabertos.camara.leg.br/api/v2/deputados/220565,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,https://www.camara.leg.br/internet/deputado/bandep/220565.jpg
dep.delegadaione@camara.leg.br,220625,57,Delegada Ione,AVANTE,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/220625,https://dadosabertos.camara.leg.br/api/v2/partidos/36898,https://www.camara.leg.br/internet/deputado/bandep/220625.jpg
dep.delegadakatarina@camara.leg.br,220561,57,Delegada Katarina,PSD,SE,https://dadosabertos.camara.leg.br/api/v2/deputados/220561,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,https://www.camara.leg.br/internet/deputado/bandep/220561.jpg
dep.delegadobrunolima@camara.leg.br,220642,57,Delegado Bruno Lima,PODE,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/220642,https://dadosabertos.camara.leg.br/api/v2/partidos/36896,https://www.camara.leg.br/internet/deputado/bandep/220642.jpg
dep.delegadocaveira@camara.leg.br,220673,57,Delegado Caveira,PL,PA,https://dadosabertos.camara.leg.br/api/v2/deputados/220673,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220673.jpg
dep.delegadodacunha@camara.leg.br,220649,57,Delegado da Cunha,UNIÃO,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/220649,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,https://www.camara.leg.br/internet/deputado/bandep/220649.jpg
dep.delegadoedermauro@camara.leg.br,178908,57,Delegado Éder Mauro,PL,PA,https://dadosabertos.camara.leg.br/api/v2/deputados/178908,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/178908.jpg
dep.delegadofabiocosta@camara.leg.br,220583,57,Delegado Fabio Costa,PP,AL,https://dadosabertos.camara.leg.br/api/v2/deputados/220583,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/220583.jpg
dep.delegadomarcelofreitas@camara.leg.br,204512,57,Delegado Marcelo Freitas,UNIÃO,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/204512,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,https://www.camara.leg.br/internet/deputado/bandep/204512.jpg
dep.delegadomatheuslaiola@camara.leg.br,220701,57,Delegado Matheus Laiola,UNIÃO,PR,https://dadosabertos.camara.leg.br/api/v2/deputados/220701,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,https://www.camara.leg.br/internet/deputado/bandep/220701.jpg
dep.delegadopalumbo@camara.leg.br,220652,57,Delegado Palumbo,PODE,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/220652,https://dadosabertos.camara.leg.br/api/v2/partidos/36896,https://www.camara.leg.br/internet/deputado/bandep/220652.jpg
dep.delegadopaulobilynskyj@camara.leg.br,220654,57,Delegado Paulo Bilynskyj,PL,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/220654,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220654.jpg
dep.denisepessoa@camara.leg.br,220553,57,Denise Pessôa,PT,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/220553,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,https://www.camara.leg.br/internet/deputado/bandep/220553.jpg
dep.diegoandrade@camara.leg.br,160588,57,Diego Andrade,PSD,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/160588,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,https://www.camara.leg.br/internet/deputado/bandep/160588.jpg
dep.diegocoronel@camara.leg.br,220691,57,Diego Coronel,REPUBLICANOS,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/220691,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/220691.jpg
dep.diegogarcia@camara.leg.br,178929,57,Diego Garcia,UNIÃO,PR,https://dadosabertos.camara.leg.br/api/v2/deputados/178929,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,https://www.camara.leg.br/internet/deputado/bandep/178929.jpg
dep.dilceusperafico@camara.leg.br,73768,57,Dilceu Sperafico,PP,PR,https://dadosabertos.camara.leg.br/api/v2/deputados/73768,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/73768.jpg
dep.dilvandafaro@camara.leg.br,220671,57,Dilvanda Faro,PT,PA,https://dadosabertos.camara.leg.br/api/v2/deputados/220671,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,https://www.camara.leg.br/internet/deputado/bandep/220671.jpg
dep.dimasfabiano@camara.leg.br,160599,57,Dimas Fabiano,PP,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/160599,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/160599.jpg
dep.dimasgadelha@camara.leg.br,220602,57,Dimas Gadelha,PT,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/220602,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,https://www.camara.leg.br/internet/deputado/bandep/220602.jpg
dep.domingosneto@camara.leg.br,143632,57,Domingos Neto,PSD,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/143632,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,https://www.camara.leg.br/internet/deputado/bandep/143632.jpg
dep.domingossavio@camara.leg.br,160758,57,Domingos Sávio,PL,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/160758,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/160758.jpg
dep.dorinaldomalafaia@camara.leg.br,220573,57,Dorinaldo Malafaia,PDT,AP,https://dadosabertos.camara.leg.br/api/v2/deputados/220573,https://dadosabertos.camara.leg.br/api/v2/partidos/36786,https://www.camara.leg.br/internet/deputado/bandep/220573.jpg
dep.doutorluizinho@camara.leg.br,204450,57,Doutor Luizinho,PP,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/204450,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/204450.jpg
dep.drflavio@camara.leg.br,227991,57,Dr Flávio,PL,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/227991,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/227991.jpg
dep.dr.danielsoranz@camara.leg.br,220614,57,Dr. Daniel Soranz,PSD,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/220614,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,https://www.camara.leg.br/internet/deputado/bandep/220614.jpg
dep.dr.fernandomaximo@camara.leg.br,220610,57,Dr. Fernando Máximo,PL,RO,https://dadosabertos.camara.leg.br/api/v2/deputados/220610,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220610.jpg
dep.dr.francisco@camara.leg.br,220688,57,Dr. Francisco,PT,PI,https://dadosabertos.camara.leg.br/api/v2/deputados/220688,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,https://www.camara.leg.br/internet/deputado/bandep/220688.jpg
dep.dr.frederico@camara.leg.br,204518,57,Dr. Frederico,PRD,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/204518,https://dadosabertos.camara.leg.br/api/v2/partidos/38010,https://www.camara.leg.br/internet/deputado/bandep/204518.jpg
dep.dr.ismaelalexandrino@camara.leg.br,220570,57,Dr. Ismael Alexandrino,PSD,GO,https://dadosabertos.camara.leg.br/api/v2/deputados/220570,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,https://www.camara.leg.br/internet/deputado/bandep/220570.jpg
dep.dr.jaziel@camara.leg.br,204481,57,Dr. Jaziel,PL,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/204481,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/204481.jpg
dep.dr.luizovando@camara.leg.br,204351,57,Dr. Luiz Ovando,PP,MS,https://dadosabertos.camara.leg.br/api/v2/deputados/204351,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/204351.jpg
dep.dr.victorlinhalis@camara.leg.br,220528,57,Dr. Victor Linhalis,PODE,ES,https://dadosabertos.camara.leg.br/api/v2/deputados/220528,https://dadosabertos.camara.leg.br/api/v2/partidos/36896,https://www.camara.leg.br/internet/deputado/bandep/220528.jpg
dep.dr.zachariascalil@camara.leg.br,204412,57,Dr. Zacharias Calil,MDB,GO,https://dadosabertos.camara.leg.br/api/v2/deputados/204412,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,https://www.camara.leg.br/internet/deputado/bandep/204412.jpg
dep.dra.alessandrahaber@camara.leg.br,220674,57,Dra. Alessandra Haber,PODE,PA,https://dadosabertos.camara.leg.br/api/v2/deputados/220674,https://dadosabertos.camara.leg.br/api/v2/partidos/36896,https://www.camara.leg.br/internet/deputado/bandep/220674.jpg
dep.duartejr@camara.leg.br,220686,57,Duarte Jr.,AVANTE,MA,https://dadosabertos.camara.leg.br/api/v2/deputados/220686,https://dadosabertos.camara.leg.br/api/v2/partidos/36898,https://www.camara.leg.br/internet/deputado/bandep/220686.jpg
dep.dudaramos@camara.leg.br,220540,57,Duda Ramos,PODE,RR,https://dadosabertos.camara.leg.br/api/v2/deputados/220540,https://dadosabertos.camara.leg.br/api/v2/partidos/36896,https://www.camara.leg.br/internet/deputado/bandep/220540.jpg
dep.dudasalabert@camara.leg.br,220623,57,Duda Salabert,PSOL,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/220623,https://dadosabertos.camara.leg.br/api/v2/partidos/36839,https://www.camara.leg.br/internet/deputado/bandep/220623.jpg
dep.eduardobismarck@camara.leg.br,204541,57,Eduardo Bismarck,PV,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/204541,https://dadosabertos.camara.leg.br/api/v2/partidos/36851,https://www.camara.leg.br/internet/deputado/bandep/204541.jpg
dep.eduardodafonte@camara.leg.br,141421,57,Eduardo da Fonte,PP,PE,https://dadosabertos.camara.leg.br/api/v2/deputados/141421,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/141421.jpg
dep.eduardovelloso@camara.leg.br,220589,57,Eduardo Velloso,SOLIDARIEDADE,AC,https://dadosabertos.camara.leg.br/api/v2/deputados/220589,https://dadosabertos.camara.leg.br/api/v2/partidos/37904,https://www.camara.leg.br/internet/deputado/bandep/220589.jpg
dep.elcionebarbalho@camara.leg.br,74075,57,Elcione Barbalho,MDB,PA,https://dadosabertos.camara.leg.br/api/v2/deputados/74075,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,https://www.camara.leg.br/internet/deputado/bandep/74075.jpg
dep.eliborges@camara.leg.br,204364,57,Eli Borges,REPUBLICANOS,TO,https://dadosabertos.camara.leg.br/api/v2/deputados/204364,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/204364.jpg
dep.elmarnascimento@camara.leg.br,178854,57,Elmar Nascimento,UNIÃO,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/178854,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,https://www.camara.leg.br/internet/deputado/bandep/178854.jpg
dep.emanuelpinheironeto@camara.leg.br,198783,57,Emanuel Pinheiro Neto,PSD,MT,https://dadosabertos.camara.leg.br/api/v2/deputados/198783,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,https://www.camara.leg.br/internet/deputado/bandep/198783.jpg
dep.emidinhomadeira@camara.leg.br,161550,57,Emidinho Madeira,PL,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/161550,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/161550.jpg
dep.enfermeirarejane@camara.leg.br,230765,57,Enfermeira Rejane,PCdoB,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/230765,https://dadosabertos.camara.leg.br/api/v2/partidos/36779,https://www.camara.leg.br/internet/deputado/bandep/230765.jpg
dep.eribertomedeiros@camara.leg.br,220663,57,Eriberto Medeiros,PSB,PE,https://dadosabertos.camara.leg.br/api/v2/deputados/220663,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,https://www.camara.leg.br/internet/deputado/bandep/220663.jpg
dep.erikahilton@camara.leg.br,220645,57,Erika Hilton,PSOL,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/220645,https://dadosabertos.camara.leg.br/api/v2/partidos/36839,https://www.camara.leg.br/internet/deputado/bandep/220645.jpg
dep.erikakokay@camara.leg.br,160575,57,Erika Kokay,PT,DF,https://dadosabertos.camara.leg.br/api/v2/deputados/160575,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,https://www.camara.leg.br/internet/deputado/bandep/160575.jpg
dep.erosbiondini@camara.leg.br,160640,57,Eros Biondini,PL,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/160640,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/160640.jpg
dep.euniciooliveira@camara.leg.br,74454,57,Eunício Oliveira,MDB,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/74454,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,https://www.camara.leg.br/internet/deputado/bandep/74454.jpg
dep.evairvieirademelo@camara.leg.br,178871,57,Evair Vieira de Melo,REPUBLICANOS,ES,https://dadosabertos.camara.leg.br/api/v2/deputados/178871,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/178871.jpg
dep.fabiogarcia@camara.leg.br,178905,57,Fabio Garcia,UNIÃO,MT,https://dadosabertos.camara.leg.br/api/v2/deputados/178905,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,https://www.camara.leg.br/internet/deputado/bandep/178905.jpg
dep.fabiomacedo@camara.leg.br,220681,57,Fábio Macedo,PODE,MA,https://dadosabertos.camara.leg.br/api/v2/deputados/220681,https://dadosabertos.camara.leg.br/api/v2/partidos/36896,https://www.camara.leg.br/internet/deputado/bandep/220681.jpg
dep.fabioreis@camara.leg.br,171623,57,Fabio Reis,PSD,SE,https://dadosabertos.camara.leg.br/api/v2/deputados/171623,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,https://www.camara.leg.br/internet/deputado/bandep/171623.jpg
dep.fabioschiochet@camara.leg.br,204368,57,Fabio Schiochet,UNIÃO,SC,https://dadosabertos.camara.leg.br/api/v2/deputados/204368,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,https://www.camara.leg.br/internet/deputado/bandep/204368.jpg
dep.fabioteruel@camara.leg.br,220653,57,Fábio Teruel,MDB,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/220653,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,https://www.camara.leg.br/internet/deputado/bandep/220653.jpg
dep.faustosantosjr@camara.leg.br,220712,57,Fausto Jr.,UNIÃO,AM,https://dadosabertos.camara.leg.br/api/v2/deputados/220712,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,https://www.camara.leg.br/internet/deputado/bandep/220712.jpg
dep.faustopinato@camara.leg.br,66828,57,Fausto Pinato,UNIÃO,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/66828,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,https://www.camara.leg.br/internet/deputado/bandep/66828.jpg
dep.felipebecari@camara.leg.br,220646,57,Felipe Becari,PODE,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/220646,https://dadosabertos.camara.leg.br/api/v2/partidos/36896,https://www.camara.leg.br/internet/deputado/bandep/220646.jpg
dep.felipecarreras@camara.leg.br,72442,57,Felipe Carreras,PSB,PE,https://dadosabertos.camara.leg.br/api/v2/deputados/72442,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,https://www.camara.leg.br/internet/deputado/bandep/72442.jpg
dep.felipefrancischini@camara.leg.br,204398,57,Felipe Francischini,PODE,PR,https://dadosabertos.camara.leg.br/api/v2/deputados/204398,https://dadosabertos.camara.leg.br/api/v2/partidos/36896,https://www.camara.leg.br/internet/deputado/bandep/204398.jpg
dep.felixmendoncajunior@camara.leg.br,160666,57,Félix Mendonça Júnior,PDT,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/160666,https://dadosabertos.camara.leg.br/api/v2/partidos/36786,https://www.camara.leg.br/internet/deputado/bandep/160666.jpg
dep.fernandamelchionna@camara.leg.br,204407,57,Fernanda Melchionna,PSOL,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/204407,https://dadosabertos.camara.leg.br/api/v2/partidos/36839,https://www.camara.leg.br/internet/deputado/bandep/204407.jpg
dep.fernandapessoa@camara.leg.br,220656,57,Fernanda Pessoa,PSD,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/220656,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,https://www.camara.leg.br/internet/deputado/bandep/220656.jpg
dep.fernandocoelhofilho@camara.leg.br,141431,57,Fernando Coelho Filho,UNIÃO,PE,https://dadosabertos.camara.leg.br/api/v2/deputados/141431,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,https://www.camara.leg.br/internet/deputado/bandep/141431.jpg
dep.fernandomineiro@camara.leg.br,204445,57,Fernando Mineiro,PT,RN,https://dadosabertos.camara.leg.br/api/v2/deputados/204445,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,https://www.camara.leg.br/internet/deputado/bandep/204445.jpg
dep.fernandomonteiro@camara.leg.br,92699,57,Fernando Monteiro,PSD,PE,https://dadosabertos.camara.leg.br/api/v2/deputados/92699,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,https://www.camara.leg.br/internet/deputado/bandep/92699.jpg
dep.fernandorodolfo@camara.leg.br,204427,57,Fernando Rodolfo,PRD,PE,https://dadosabertos.camara.leg.br/api/v2/deputados/204427,https://dadosabertos.camara.leg.br/api/v2/partidos/38010,https://www.camara.leg.br/internet/deputado/bandep/204427.jpg
dep.filipebarros@camara.leg.br,204411,57,Filipe Barros,PL,PR,https://dadosabertos.camara.leg.br/api/v2/deputados/204411,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/204411.jpg
dep.filipemartins@camara.leg.br,220545,57,Filipe Martins,PL,TO,https://dadosabertos.camara.leg.br/api/v2/deputados/220545,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220545.jpg
dep.flaviamorais@camara.leg.br,160598,57,Flávia Morais,MDB,GO,https://dadosabertos.camara.leg.br/api/v2/deputados/160598,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,https://www.camara.leg.br/internet/deputado/bandep/160598.jpg
dep.flavionogueira@camara.leg.br,191923,57,Flávio Nogueira,PT,PI,https://dadosabertos.camara.leg.br/api/v2/deputados/191923,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,https://www.camara.leg.br/internet/deputado/bandep/191923.jpg
dep.florentinoneto@camara.leg.br,220700,57,Florentino Neto,PT,PI,https://dadosabertos.camara.leg.br/api/v2/deputados/220700,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,https://www.camara.leg.br/internet/deputado/bandep/220700.jpg
dep.francianebayer@camara.leg.br,220551,57,Franciane Bayer,REPUBLICANOS,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/220551,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/220551.jpg
dep.fredcosta@camara.leg.br,204494,57,Fred Costa,PRD,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/204494,https://dadosabertos.camara.leg.br/api/v2/partidos/38010,https://www.camara.leg.br/internet/deputado/bandep/204494.jpg
dep.fredlinhares@camara.leg.br,220534,57,Fred Linhares,REPUBLICANOS,DF,https://dadosabertos.camara.leg.br/api/v2/deputados/220534,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/220534.jpg
dep.gabrielmota@camara.leg.br,224117,57,Gabriel Mota,UNIÃO,RR,https://dadosabertos.camara.leg.br/api/v2/deputados/224117,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,https://www.camara.leg.br/internet/deputado/bandep/224117.jpg
dep.gabrielnunes@camara.leg.br,220708,57,Gabriel Nunes,PSD,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/220708,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,https://www.camara.leg.br/internet/deputado/bandep/220708.jpg
dep.generalgirao@camara.leg.br,204473,57,General Girão,PL,RN,https://dadosabertos.camara.leg.br/api/v2/deputados/204473,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/204473.jpg
dep.generalpazuello@camara.leg.br,220611,57,General Pazuello,PL,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/220611,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220611.jpg
dep.geovaniadesa@camara.leg.br,178966,57,Geovania de Sá,REPUBLICANOS,SC,https://dadosabertos.camara.leg.br/api/v2/deputados/178966,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/178966.jpg
dep.geraldomendes@camara.leg.br,220702,57,Geraldo Mendes,UNIÃO,PR,https://dadosabertos.camara.leg.br/api/v2/deputados/220702,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,https://www.camara.leg.br/internet/deputado/bandep/220702.jpg
dep.geraldoresende@camara.leg.br,74374,57,Geraldo Resende,UNIÃO,MS,https://dadosabertos.camara.leg.br/api/v2/deputados/74374,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,https://www.camara.leg.br/internet/deputado/bandep/74374.jpg
dep.gervasiomaia@camara.leg.br,204394,57,Gervásio Maia,PCdoB,PB,https://dadosabertos.camara.leg.br/api/v2/deputados/204394,https://dadosabertos.camara.leg.br/api/v2/partidos/36779,https://www.camara.leg.br/internet/deputado/bandep/204394.jpg
dep.gilbertoabramo@camara.leg.br,204491,57,Gilberto Abramo,REPUBLICANOS,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/204491,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/204491.jpg
dep.gilbertonascimento@camara.leg.br,74270,57,Gilberto Nascimento,PODE,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/74270,https://dadosabertos.camara.leg.br/api/v2/partidos/36896,https://www.camara.leg.br/internet/deputado/bandep/74270.jpg
dep.gilsondaniel@camara.leg.br,220529,57,Gilson Daniel,PODE,ES,https://dadosabertos.camara.leg.br/api/v2/deputados/220529,https://dadosabertos.camara.leg.br/api/v2/partidos/36896,https://www.camara.leg.br/internet/deputado/bandep/220529.jpg
dep.gilsonmarques@camara.leg.br,204365,57,Gilson Marques,NOVO,SC,https://dadosabertos.camara.leg.br/api/v2/deputados/204365,https://dadosabertos.camara.leg.br/api/v2/partidos/37901,https://www.camara.leg.br/internet/deputado/bandep/204365.jpg
dep.gilvandafederal@camara.leg.br,220526,57,Gilvan da Federal,PL,ES,https://dadosabertos.camara.leg.br/api/v2/deputados/220526,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220526.jpg
dep.giovanicherini@camara.leg.br,160673,57,Giovani Cherini,PL,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/160673,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/160673.jpg
dep.glaustindafokus@camara.leg.br,204419,57,Glaustin da Fokus,PODE,GO,https://dadosabertos.camara.leg.br/api/v2/deputados/204419,https://dadosabertos.camara.leg.br/api/v2/partidos/36896,https://www.camara.leg.br/internet/deputado/bandep/204419.jpg
