data_hora,pauta,tipo_evento,orgao_sigla,situacao
2026-05-06T10:00:00.000Z,Discussão e votação de propostas legislativas.,Reunião Deliberativa,CDC,Convocada
2026-05-06T13:00:00.000Z,"Discussão e votação de propostas legislativas
 A - 2ª Deliberação das indicações às programações da LOA 2026 oriundas de emendas",Reunião Deliberativa,CESPO,Convocada
2026-05-05T12:00:00.000Z,"Apreciação de pareceres
 PAUTA  SUJEITA A ALTERAÇÕES

1- Representação nº 24/25 e apensadas (Representações nº 25/25 e 27/25), em desfavor dos Deputados Marcos Pollon, Marcel van Hattem e Zé Trovão, respectivamente - Defesa dos representados, discussão e votação do Parecer Final do Relator, Deputado Moses Rodrigues.
 
2- Representação nº 26/25, em desfavor do Deputado Marcos Pollon - Defesa do representado, discussão e votação do Parecer Final do Relator, Deputado Ricardo Maia.",Reunião Deliberativa,COETICA,Convocada
2026-05-06T10:00:00.000Z,Discussão e votação de propostas legislativas,Reunião Deliberativa,CMADS,Convocada
2026-05-06T10:00:00.000Z,Discussão e votação de proposições,Reunião Deliberativa,CAPADR,Convocada
2026-05-06T10:00:00.000Z,"Discussão e votação de propostas legislativas
 A - Deliberação das indicações às programações da LOA 2026 oriundas de emendas:",Reunião Deliberativa,CDU,Convocada
2026-05-06T10:00:00.000Z,Discussão e votação de propostas legislativas,Reunião Deliberativa,CTRAB,Convocada
2026-05-06T08:00:00.000Z,Discussão da pauta e outros assuntos atinentes à Comissão,Mesa Redonda,CTRAB,Convocada
2026-05-06T10:00:00.000Z,Discussão e votação de propostas legislativas,Reunião Deliberativa,CFT,Convocada
2026-05-06T09:30:00.000Z,Discussão da pauta e assunto internos,Mesa Redonda,CE,Convocada
2026-05-06T10:00:00.000Z,Discussão e votação de propostas legislativas,Reunião Deliberativa,CE,Convocada
2026-05-06T14:30:00.000Z,"Debate sobre a redução do Imposto sobre Veículos Automotores
 (REQ 21/2026 CCJC, do deputado Rodrigo de Castro)


1) HENRIQUE LIAN |  Presidente da Associação Brasileira de Consumidores - PROTESTE (Confirmado);
 

2) KIM KATAGUIRI | Deputado Federal (Confirmado);
   

3) REPRESENTANTE | Comitê Nacional de Secretários de Fazenda, Finanças, Receita ou Tributação dos Estados e do Distrito Federal - COMSEFAZ (a Confirmar);
  
   

4) REPRESENTANTE |  Secretaria Estadual de Fazenda de Minas Gerais (a Confirmar).",Audiência Pública,CCJC,Convocada
2026-05-06T13:30:00.000Z,"Discussão e votação de propostas legislativas
 Pauta pendente de confirmação.",Reunião Deliberativa,CCULT,Convocada
2026-05-05T14:30:00.000Z,Discussão e votação de propostas legislativas,Reunião Deliberativa,CCJC,Convocada
2026-05-06T10:00:00.000Z,Discussão e votação de propostas legislativas,Reunião Deliberativa,CCJC,Convocada
2026-05-06T14:00:00.000Z,"Discussão e votação de propostas legilativas
 Deliberação das Indicações às programações da LOA 2026 oriundas das emendas da Comissão RP-8",Reunião Deliberativa,CPASF,Convocada
2026-05-05T14:00:00.000Z,"Direitos e Garantias - Infância, Infanto-juvenil e Adultos.
 A - Audiência Pública

Tema: Direitos e Garantias - Infância, Infanto-juvenil e Adultos.

Convidados:

Representante do Ministério da Justiça e Segurança Pública; (A CONFIRMAR)

RENATA TIBIRYÇÁ, coordenadora da Comissão dos Direitos das Pessoas com Deficiência da ANADEP (Vídeoconferência);

EDUARDO VALADARES DE BRITO, Defensor Público Federal - DPU

Representante do Conselho Nacional do Ministério Público; (A CONFIRMAR)

Representante do Conselho Nacional de Justiça; (A CONFIRMAR)

Representante do Instituto Brasileiro de Apoio e Acolhimento aos Autistas; (A CONFIRMAR)

Ministro MAURO LUIZ CAMPBELL MARQUES, do Superior Tribunal de Justiça. (A CONFIRMAR)


Requerimentos nºs 24 e 25, de autoria do Deputado Orlando Silva


B - Deliberação de Requerimentos:",Audiência Pública e Deliberação,PL308020,Convocada
2026-05-05T15:00:00.000Z,"Riscos sanitários relacionados ao consumo de produtos submetidos à vigilância sanitária objetos de falsificação, fraude, pirataria e contrabando.
 A - Audiência Pública

Tema: Riscos sanitários relacionados ao consumo de produtos submetidos à vigilância sanitária objetos de falsificação, fraude, pirataria e contrabando.

Convidados:

Representante da Agência Nacional de Vigilância Sanitária - ANVISA (a confirmar);

Representante do Ministro da Saúde (a confirmar);

RUBENS HARRY BORN, Presidente do Conselho Diretor Instituto Brasileiro de Defesa de Consumidores - IDEC (a confirmar);

NELSON MUSSOLINI, Presidente-Executivo do Sindicato da Indústria de Produtos Farmacêuticos - SINDUSFARMA (confirmado);

RENATO PORTO, Presidente-Executivo da Associação da Indústria Farmacêutica de Pesquisa - INTERFARMA (a confirmar);

JULIO CÉSAR CASTELO BRANCO REIS MOREIRA, Presidente do Instituto Nacional da Propriedade Industrial - INPI (confirmado);

JORDANA SALDANHA, Diretora-Executiva da Associação Brasileira das Indústrias de Produtos de Higiene, Limpeza e Saneantes de Uso Doméstico e de Uso Profissional - ABIPLA (confirmada);

JOSÉ ROBERTO TADROS, Presidente da Confederação Nacional do Comercio de Bens, Serviço e Turismo - CNC (a confirmar);

REGINALDO BRAGA ARCURI, Presidente-Executivo do Grupo FarmaBrasil (confirmado);

EDSON VISMONA, Presidente Executivo do Fórum Nacional Contra a Pirataria e a Ilegalidade - FNCP (confirmado); e

EDMILSON ALVES, Diretor Executivo da Associação Brasileira da Indústria do Fumo - ABIFUMO (confirmado).

(Requerimento nº 2/2026, do Dep. Julio Lopes)
(Requerimento nº 17/2026, do Dep. Julio Lopes)
(Requerimento nº 19/2026, do Dep. Julio Lopes)

B - Deliberação de Requerimentos (estão sujeitos a pauta os requerimentos apresentados até 24h antes do horário da reunião):",Audiência Pública e Deliberação,CEXBRLEG,Convocada
2026-05-12T10:00:00.000Z,"Efeitos dos herbicidas hormonais sobre a saúde e a biodiversidade 
 ""Os efeitos da utilização de herbicidas hormonais sobre a saúde das pessoas, a biodiversidade e sobre as demais culturas existentes no entorno das áreas onde os herbicidas são aplicados"" 

REQ 22/26, do Dep. Nilton Tatto (PT/RN) e Dep. Alexandre Lindenmeyer (PT/RS)

Convidados: 

10h -11h   Mesa de Abertura: A perspectiva da academia/sociedade civil
JOÃO DE DEUS MEDEIROS
Presidente do Conselho Regional de Biologia da 9ª Região
NORTON SAMPAIO
Professor da Universidade Federal do Pampa
HÉLIO LUIZ MARCHIORO
Presidente do Instituto de Cooperação e Desenvolvimento Social e Cultural
MÁRIO MANTOVANI
Diretor Nacional de Relações Institucionais da Associação Nacional de Municípios e Meio Ambiente
ALTHEN TEIXEIRA FILHO
Professor do Instituto de Biologia do Departamento de Morfologia da Universidade Federal de Pelotas

11h25 -12h30 Mesa 2: A   perspectiva governamental

JOÃO CAPOBIANCO
Ministro do Meio Ambiente e Desenvolvimento Sustentável e Mudança do Clima- MMA
FERNANDA MACHIAVELI
Ministra do Desenvolvimento Agrário e Agricultura Familiar - MDA
ANDRÉ DE PAULA
Ministro da Agricultura, Pecuária e Abastecimento - MAPA
RODRIGO AGOSTINHO
Presidente do Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis - IBAMA",Seminário,CMADS,Convocada
2026-05-06T11:00:00.000Z,Discussão e votação de propostas legislativas,Reunião Deliberativa,CSAUDE,Convocada
2026-05-06T14:00:00.000Z,"1. O Papel das ouvidorias no fortalecimento da democracia e combate à desinformação 2. Discussão e votação de propostas legislativas
 (REQ 7/2026 CCOM, do deputado Gilson Daniel)

1) CIRO NOGUEIRA (a Confirmar)
   Senador e Ouvidor do Senado Federal
   Senado Federal

2) FLÁVIA MIGNONI (a Confirmar)
   Representante
   Superintendência Estadual de Comunicação Social do ES

3) GISELLI BALESTRASSI (a Confirmar)
   Ouvidora-Geral
   Ouvidoria-Geral do Estado do Estado do Espírito Santo

4) LUCIANA BERTACHINI (a Confirmar)
   Representante
   Associação Brasileira de Ouvidores (ABO)

5) MARÍLIA POLETTI (a Confirmar)
   Presidente
   Sindicato dos Jornalistas Profissionais do Estado do Espírito Santo

6) REPRESENTANTE (a Confirmar)
   Representante
   Ouvidoria do Tribunal de Contas da União",Audiência Pública e Deliberação,CCOM,Convocada
2026-05-06T13:29:00.000Z,"Discussão e votação de propostas legislativas
 A - Deliberação das indicações às programações da LOA 2026 orindas de emendas.

""Tabela a divulgar.""",Reunião Deliberativa,CCULT,Convocada
2026-05-12T16:00:00.000Z,"Audiência pública para debater sobre os 10 anos do Marco Legal da Primeira Infância (Lei nº 13.257/16)
 Audiência Pública conjunta das Comissões de Previdência, Assistência Social, Infância, Adolescência e Família e de Saúde, decorrente da aprovação dos REQ Nº 10/2026 CPASF, de autoria das Deputadas Amanda Gentil (PP-MA) e Laura Carneiro (PSD-RJ) e REQ Nº 47/2026 CSAUDE, de autoria do Deputado Dr. Zacharias Calil (MDB-GO).

1) MARINA FRAGATA CHICARO (a Confirmar)
   Diretoria de Políticas Públicas
   Fundação Maria Cecília Souto Vidigal

2) REPRESENTANTE (a Confirmar)
     UNICEF

3) REPRESENTANTE (a Confirmar)
     Ministério da Educação

4) REPRESENTANTE (a Confirmar)
     Ministério da Saúde

5) REPRESENTANTE (a Confirmar)
     Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome

6) VITAL DIDONET (a Confirmar)
     Consultor
     Rede Nacional da Primeira Infância",Audiência Pública,CPASF,Convocada
2026-05-07T10:00:00.000Z,"Fundo Nacional de Desenvolvimento da Cadeia do Leite 
 1) ALEXANDRE LEAL DOS SANTOS (Confirmado)
   Presidente
   Federação dos Trabalhadores Rurais Agricultores Familiares do Estado do Paraná - FETAEP

2) LUIS CORTI (a Confirmar)
   Deputado estadual
   Assembleia Legislativa do Paraná

3) REPRESENTANTE (a Confirmar)
   Ministério do Desenvolvimento Agrário e Agricultura Familiar - MDA

4) REPRESENTANTE (a Confirmar)
   Confederação Nacional dos Trabalhadores Rurais Agricultores e Agricultoras Familiares - CONTAG

5) REPRESENTANTE (a Confirmar)
   Federação da Agricultura do Estado do Paraná - FAEP

6) REPRESENTANTE (a Confirmar)
   Federação dos Trabalhadores na Agricultura Familiar do Paraná - FETRAF

7) REPRESENTANTE (a Confirmar)
   Sindicato e Organização das Cooperativas do Estado do Paraná - OCEPAR

8) REPRESENTANTE (a Confirmar)
   União Nacional das Cooperativas da Agricultura Familiar e Economia Solidária - UNICAFES



(REQ 37/2026 CAPADR, do deputado Welter)",Audiência Pública,CAPADR,Convocada
2026-05-05T14:00:00.000Z,"Plano de trabalho e votação de requerimentos
 A - Apresentação do Plano de Trabalho do Relator, Dep. Leo Prates;

B - Deliberação de Requerimentos:",Reunião Deliberativa,PEC22119,Convocada
2026-05-06T14:00:00.000Z,"Comparecimento da Ministra das Mulheres para apresentar os planos e a agenda estratégica do Ministério e as ações do Pacto Brasil entre os Três Poderes para Enfrentamento do Feminicídio.
 CONVIDADA (confirmada)

Sra. Márcia Lopes, Ministra de Estado da Mulheres


Requerimento:

Requerimento nº 4/2026, de autoria das deputadas Erika Hilton, Laura Carneiro e Socorro Neri.",Reunião de Comparecimento de Ministro(a),CMULHER,Convocada
2026-05-05T15:00:00.000Z,"Instalação dos trabalhos do GT e apresentação do Plano de Trabalho da Coordenadora, Dep. Tabata Amaral
 A - Instalação dos trabalhos do GT; e 

B - Apresentação do Plano de Trabalho da Coordenadora, Dep. Tabata Amaral.",Reunião,GTMISOG,Convocada
2026-05-06T09:00:00.000Z,Discussão e votação de propostas legislativas,Reunião Deliberativa,CREDN,Convocada
2026-05-06T09:30:00.000Z,"Visita oficial da Delegação do Parlamento Europeu para as Relações com o Brasil
 Objetivo da Visita : fortalecer os laços entre a União Europeia e o Brasil, com destaque para as relações comerciais e o multilateralismo 


Delegação:

 

- Hélder Sousa Silva (Partido Popular Europeu, Portugal), presidente da delegação do   Parlamento Europeu para as Relações com o Brasil

- Reinhold Lopatka (Partido Popular Europeu, Áustria)

- Jacek Protas (Partido Popular Europeu, Polônia)

- Evelyn Regner (Socialistas & Democratas, Áustria)

- Nicolás González Casares (Socialistas e Democratas, Espanha)

- Elio Di Rupo (Socialistas e Democratas, Bélgica)

- Valérie Deloge (Patriotas pela Europa, França)

- Michele Picaro (Conservadores e Reformistas Europeus, Itália)

- Urmas Paet (Renovar, Estónia)

- Gabriel Mato (Partido Popular Europeu, Espanha)",Visita Oficial,CREDN,Convocada
2026-05-06T14:00:00.000Z,"Diagnósticos sobre o uso do tempo para o trabalho 
 A - Audiência Pública

Tema: Diagnósticos sobre o uso do tempo para o trabalho 

Convidados:

LUIZ MARINHO, Ministro de Estado do Trabalho e Emprego (REQs 16, 19 e 30/26) - (a confirmar);

VINÍCIUS CARVALHO PINHEIRO, Diretor do Escritório da Organização Internacional do Trabalho (OIT) para o Brasil (REQs 15 e 17/26) - (a confirmar);

TERESA CRISTINA D'ALMEIDA BASTEIRO, Vice Procuradora Geral do Ministério Público do Trabalho (REQs 15 e 17/26) - (a confirmar);

HUGO CAVALCANTI MELO FILHO, Professor, Juiz do Trabalho e ex-Presidente da Associação Nacional dos Magistrados da Justiça do Trabalho (ANAMATRA) (REQ 9/26) - (a confirmar).

B - Deliberação de Requerimentos (estão sujeitos a pauta os requerimentos apresentados até 24h antes do horário da reunião):",Audiência Pública e Deliberação,PEC22119,Convocada
2026-05-05T13:55:00.000Z,Sessão Deliberativa Extraordinária Presencial (AM nº 123/2020),Sessão Deliberativa,PLEN,Convocada
2026-05-05T09:00:00.000Z,"Seminário Financeirização, Sistema da Dívida e seus Reflexos,
a ser promovido pela Frente Parlamentar sobre o Limite dos Juros e a Auditoria 
Integral da Dívida Pública com a Participação Popular.",Reunião Técnica,EVENTOS,Convocada
2026-05-05T10:00:00.000Z,"Plano Anual de Fiscalização e Controle (PAFC 2026): Emendas parlamentares  transparência e eficiência na aplicação de recursos provenientes de emendas parlamentares individuais e do relator.
 Convidados:

1)  MARCUS PESTANA | Diretor | Instituto Fiscal Independente do Senado Federal (IFI)
2) RAUL SANTOS | Consultoria Legislativa (Conle) da Câmara dos Deputados
3) EUGÊNIO GREGGIANIN | Consultoria de Orçamento e Fiscalização Financeira da Câmara dos Deputados (Conof)
4) GIORDANO RONCONI | Consultoria de Orçamento e Fiscalização Financeira da Câmara dos Deputados (Conof)

(Em atendimento ao Requerimento nº 59, de 2026, de iniciativa do Dep. Jorge Solla | PT-BA | relator do PAFC 2026)",Audiência Pública,CFFC,Convocada
2026-05-05T11:30:00.000Z,"Ouvir novos depoimentos relacionados às violações de direitos humanos praticadas contra os presos do 8 de janeiro.
 Requerimento nº 144/2026 de autoria do Deputado Federal Coronel Meira (PL/PE)
Requer a realização de audiência pública, no âmbito da Subcomissão de Fiscalização e Direitos dos Presos do 8 de Janeiro – SUB8J, com a finalidade de ouvir novos depoimentos relacionados às violações de direitos humanos praticadas contra os presos do 8 de janeiro.


CONVIDADOS:

SEBASTIÃO COELHO 
Desembargador Aposentado e Advogado de Presos Políticos do 08 de janeiro;

LUIZA CUNHA (confirmada)
Familiar de Preso Político do 08 de janeiro;

EVANDRO BRASILEIRO (confirmado)
Familiar de Preso Político do 08 de janeiro;

ROBERTO POZZATTI (confirmado)
Advogado de Presos Políticos do 08 de janeiro;

MARIANE NAIME (confirmada)
Familiar de Preso Político do 08 de janeiro;

HÉLIO JUNIOR (confirmado)
Advogado de Presos Políticos do 08 de janeiro;",Audiência Pública,SUB8J,Convocada
2026-05-05T14:00:00.000Z,Discussão e votação de propostas legislativas,Reunião Deliberativa,CASP,Convocada
2026-05-06T15:30:00.000Z,"Plano de trabalho e votação de requerimentos
 A - Apresentação do Plano de Trabalho do Relator, Dep. Jorge Goetten;

B - Deliberação de Requerimentos (estão sujeitos a pauta os requerimentos apresentados até 24h antes do horário da reunião).",Reunião Deliberativa,PLP10821,Convocada
2026-05-05T14:00:00.000Z,"Reunião interna com membros do Grupo de Trabalho
 - Reunião interna com membros do Grupo de Trabalho",Reunião Técnica,GTMISOG,Convocada
2026-05-12T14:00:00.000Z,"Regras relativas à cobrança de diárias em meios de hospedagens.
 REQUERIMENTO Nº 13/2026-CDC

CONVIDADOS:

Representante do Ministério do Turismo;

Representante da Secretaria Nacional do Consumidor - Senacon;

Representanteda Associação Brasileira da Indústria de Hotéis - ABIH;

Representantedo Fórum de Operadores Hoteleiros do Brasil - FOHB;

Representante da Associação Brasileira de Defesa do Consumidor - Idec; e
 
Representante da Confederação Nacional do Comércio, Bens, Serviços
e Turismo  - CNC.",Audiência Pública,CDC,Convocada
2026-05-12T17:00:00.000Z,"Desafios ao combate ao trabalho escravo contemporâneo no Brasil
 Requerimento n. 46/2026

Autores: Deputados Tadeu Veneri e Reimont

Convidados:

- Ministro de Estado do Trabalho e Emprego;


- Ministro de Estado dos Direitos Humanos e da Cidadania. 


- Representante da ANAFITRA - Associacao Nacional dos Auditores-Fiscais do Trabalho;


- Representante do Ministerio Publico do Trabalho;


- Representante do Tribunal Superior do Trabalho;


- Representante da Secretaria de Inspeção do Trabalho;


- Representante da Associacao Nacional dos Magistrados da Justica do Trabalho;


- Representante da Associacao Nacional dos Procuradores do Trabalho;


- Presidente da Conatrae - Comissao Nacional de Erradicacao do Trabalho Escravo.",Audiência Pública,CDHMIR,Convocada
2026-05-06T13:00:00.000Z,"Tribuna das Mulheres: trabalhadoras pelo fim da escala 6x1 e da sobrecarga de trabalho na vida das mulheres 
 Requerimento nº 3/2026, de autoria das Deputadas Erika Hilton, Laura Carneiro, Delegada Adriana Accorsi e Socorro Neri.",Reunião Técnica,CMULHER,Convocada
2026-05-07T09:00:00.000Z,"Visita técnica de membros da CFFC ao conjunto arquitetônico da Faculdade de Medicina da Universidade Federal da Bahia (UFBA).
 Visita Técnica aos prédios que compõem o complexo arquitetônico da Faculdade de Medicina da Universidade Federal da Bahia (UFBA), localizado no Centro Histórico de Salvador, a fim de verificar o estado de conservação dos edifícios e seus acervos, a aplicação de verbas direcionadas à sua manutenção e a necessidade urgente de implementá-las.

(Em atendimento ao Requerimento nº 15, de 2026, de iniciativa do Dep. Jorge Solla | PT-BA)",Visita Técnica,CFFC,Convocada
2026-05-07T11:30:00.000Z,"Visita técnica de membros da CFFC ao Estaleiro Enseada, em Maragogipe/BA,  para verificar a retomada de suas atividades.
 Visita técnica de membros da CFFC ao Estaleiro Enseada, localizado em Maragogipe (BA), na
região do Recôncavo, para verificar a retomada das atividades, após período de paralisação e o pacto de recuperação judicial acordado em outubro de 2019. 

(Em atendimento ao Requerimento nº 20, de 2026, de iniciativa do Dep. Jorge Solla | PT-BA)",Visita Técnica,CFFC,Convocada
2026-05-06T13:00:00.000Z,Discussão e votação de propostas legislativas,Reunião Deliberativa,CIDOSO,Convocada
2026-05-06T09:00:00.000Z,"Reunião de articulação política, discussão da pauta e assuntos de interesse da Comissão",Mesa Redonda,CAPADR,Convocada
2026-05-12T16:00:00.000Z,"Regras para contratos de produtos industrializados
 Req. 16 e 17/2026 - CDE
Iniciativa: Deputado Zé Adriano

Convidados:

1. MINISTÉRIO DA FAZENDA

2. CONFEDERAÇÃO NACIONAL DA INDÚSTRIA - CNI

3. CONFEDERAÇÃO NACIONAL DO COMÉRCIO DE BENS, SERVIÇOS E TURISMO - CNC

4. ASSOCIAÇÃO BRASILEIRA DE DISTRIBUIÇÃO - ABAD",Audiência Pública,CDE,Convocada
2026-05-11T14:00:00.000Z,"Avaliação dos impactos viários e de segurança pública decorrentes da Medida Provisória 1327/25 e da Resolução CONTRAN 1020/25 no Estado de Pernambuco
 SEMINÁRIO ESTADUAL DE PERNAMBUCO

Tema: Avaliação dos impactos viários e de segurança pública decorrentes da Medida Provisória 1327/25 e da Resolução CONTRAN 1020/25 no Estado de Pernambuco

Data:  11 de maio de 2026
Hora: 14h
Local: Auditório Roberto Régnier - SENAC- Sistema Fecomércio /PE

ABERTURA 

CORONEL MEIRA -  DEPUTADO FEDERAL E PRESIDENTE DA COMISSÃO ESPECIAL E COORDENADOR DO SEMINÁRIO

CONVIDADOS:
*Sujeito a alterações

FRANCISCO BANDEIRA DE MELO, Presidente do Tribunal de Justiça de Pernambuco -TJPE

CARLOS NEVES, Presidente Tribunal de Contas de Pernambuco -TCE-PE

JOSÉ PAULO CAVALCANTI XAVIER FILHO, Procurador-Geral de Justiça do Ministério Público de Pernambuco MP/PE

ALESSANDRO CARVALHO, Secretário de Defesa Social de Pernambuco - SDS

PEDRO HENRIQUE NEVES DE HOLANDA, Secretário de Mobilidade e Infraestrutura - SEMOBI

JOSÉ ROBERTO TADROS, Presidente da Confederação Nacional do Comércio de Bens, Serviços e Turismo - CNC

NARA DE DEUS, Diretora de Relações Institucionais da CNC

BERNARDO PEIXOTO DOS SANTOS OLIVEIRA SOBRINHO, Presidente FECOMÉRCIO-PE

VLADIMIR LACERDA MELQUIADES, Diretor Presidente - DETRAN-PE 

CLEITON DE ALMEIDA MEDEIROS, Superintendente da PRF em Pernambuco

TENENTE CORONEL REGINALDO PEREIRA DE OLIVEIRA FILHO, Comandante do BPTRAN/PE

PETRUS ANDRADE LIMA, Diretor Geral do Hospital Restauração  

YGOR VALENÇA, Presidente da Federação Nacional das Autoescolas - FENEAUTO

CAROLINA MARINO, Presidente do Instituto Mulheres no Trânsito

GEAN RAFAEL SANCHES, Coordenador Jurídico da Câmara Pernambucana - CPCFC

MATHEUS MARTINS, Presidente da Associação dos CFCs do Estado de São Paulo -ACESP

ALYSSON COIMBRA, Coordenador da Mobilização Nacional de Médicos e Psicólogos do Tráfego

FERNANDO COELHO, Presidente da União Pernambucana dos Psicólogos do Trânsito

JULIANA DE BARROS GUIMARÃES, Diretora Científica Nacional da Associação Brasileira de Psicologia de Tráfego- ABRAPSIT


ENCERRAMENTO 

Requerimento 28/26 (Dep .Aureo Ribeiro e Coronel Meira)",Seminário,PL808514,Convocada
2026-05-13T11:00:00.000Z,"Homenagem à Data Nacional da Criação do Estado de Israel.
 Homenagem à Data Nacional da Criação do Estado de Israel.",Sessão Não Deliberativa Solene,PLEN,Agendada
2026-05-13T14:30:00.000Z,"Debates Estratégicos com Bjorn Lomborg
 CÂMARA DOS DEPUTADOS
CENTRO DE ESTUDOS E DEBATES ESTRATÉGICOS
CONSULTORIA LEGISLATIVA
COPENHAGEN CONSENSUS CENTER

57ª Legislatura - 4ª Sessão Legislativa Ordinária

Debates Estratégicos com Björn Lomborg
Fazendo mais com menos: políticas públicas de alto impacto

Conferência:  Políticas públicas de alto resultado e baixo custo: caminhos para o consenso (tradução simultânea)

Local: Auditório Nereu Ramos    Data: 13/05/26    Horário: 14h30
Transmissão ao vivo: cd.leg.br/youtube
Programação: cd.leg.br/aulabjorn

P A U T A

Debates Estratégicos com Björn Lomborg é uma série de três eventos organizados pelo Centro de Estudos e Debates Estratégicos da Câmara dos Deputados (CEDES) com o renomado economista dinamarquês, voltada à difusão de análise de custo-benefício aplicada à formulação de políticas públicas.

A programação inclui uma conferência aberta ao público, com palestra e diálogo com autoridades, uma recepção institucional com parlamentares e especialistas, e um curso intensivo de dois dias para capacitação técnica de servidores, pesquisadores, formuladores de políticas públicas e público em geral.

Sobre o convidado:

Björn Lomborg é um acadêmico, autor e analista de políticas públicas dinamarquês, reconhecido internacionalmente por aplicar a análise de custo-benefício aos grandes desafios globais. Fundador e presidente do Copenhagen Consensus Center, lidera iniciativas que reúnem alguns dos principais economistas do mundo - dentre os quais sete laureados com prêmio Nobel de economia - para identificar políticas capazes de gerar os maiores retornos sociais e ambientais por dólar investido. Foi incluído na lista das 100 pessoas mais influentes do mundo pela revista TIME e destacado por publicações como The Guardian e Foreign Policy entre os principais pensadores globais.

Com atuação destacada em fóruns internacionais, Lomborg participa de debates em instituições como ONU, UNESCO, Banco Mundial e o Fórum Econômico Mundial de Davos, além de já ter prestado depoimento ao Congresso dos Estados Unidos. Seus projetos apresentam foco em temas como pobreza, saúde e mudanças climáticas. Autor de obras traduzidas para mais de 30 idiomas, é conhecido por títulos como Cool It e Best eThings First, este último eleito livro do ano por The Economist e Financial Times.

Série de eventos:

- 13 de maio 14h30 - Conferência: Políticas públicas de alto resultado e baixo custo: caminhos para o consenso (tradução simultânea)
- 14 e 15 de maio - Curso: Análise de custo-benefício para desenho de políticas públicas de alto impacto (Inscrição para o curso: https://docs.google.com/forms/d/e/1FAIpQLSeWMJ8_hsfqbVSgzdLQ8OMPgHQ7i9YIDrJYJNU8NbFztr3aIw/viewform)
 
Programação da Conferência no dia 13 de maio

14h30 - 15h30  Solenidade de abertura
  
15h30 - 16h30  Aula Magna com Bjorn Lomborg (tradução simultânea)
- Björn Lomborg, Presidente do Copenhagen Consensus Center, Distinguished Fellow da Hoover    Institution da Universidade Stanford, cientista político e economista dinamarquês

16h20 - 17h30 - Diálogo com parlamentares e convidados

17h30 - 18h30 - Coquetel",Simpósio,CEDES,Convocada
