email,id,idLegislatura,id_evento,nome,siglaPartido,siglaUf,uri,uriPartido,urlFoto
dep.sanderson@camara.leg.br,204416,57,75760,Sanderson,PL,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/204416,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/204416.jpg
dep.glaustindafokus@camara.leg.br,204419,57,75760,Glaustin da Fokus,Podemos,GO,https://dadosabertos.camara.leg.br/api/v2/deputados/204419,https://dadosabertos.camara.leg.br/api/v2/partidos/36896,https://www.camara.leg.br/internet/deputado/bandep/204419.jpg
dep.gutembergreis@camara.leg.br,204456,57,75760,Gutemberg Reis,MDB,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/204456,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,https://www.camara.leg.br/internet/deputado/bandep/204456.jpg
dep.luizcarlosmotta@camara.leg.br,204485,57,75760,Luiz Carlos Motta,PL,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/204485,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/204485.jpg
dep.cezinhademadureira@camara.leg.br,204504,57,75760,Cezinha de Madureira,PSD,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/204504,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/204504.jpg
dep.raimundocosta@camara.leg.br,204567,57,75760,Raimundo Costa,Podemos,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/204567,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,https://www.camara.leg.br/internet/deputado/bandep/204567.jpg
null,204571,57,75760,Alex Santana,Republican,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/204571,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/204571.jpg
dep.mauriciomarcon@camara.leg.br,220550,57,75760,Mauricio Marcon,Podemos,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/220550,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220550.jpg
null,220580,57,75760,Professora Goreth,PDT,AP,https://dadosabertos.camara.leg.br/api/v2/deputados/220580,https://dadosabertos.camara.leg.br/api/v2/partidos/36786,https://www.camara.leg.br/internet/deputado/bandep/220580.jpg
dep.mersinholucena@camara.leg.br,220585,57,75760,Mersinho Lucena,PP,PB,https://dadosabertos.camara.leg.br/api/v2/deputados/220585,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,https://www.camara.leg.br/internet/deputado/bandep/220585.jpg
dep.robertoduarte@camara.leg.br,220588,57,75760,Roberto Duarte,Republican,AC,https://dadosabertos.camara.leg.br/api/v2/deputados/220588,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/220588.jpg
dep.sargentoportugal@camara.leg.br,220618,57,75760,Sargento Portugal,Podemos,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/220618,https://dadosabertos.camara.leg.br/api/v2/partidos/36896,https://www.camara.leg.br/internet/deputado/bandep/220618.jpg
dep.nelyaquino@camara.leg.br,220622,57,75760,Nely Aquino,Podemos,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/220622,https://dadosabertos.camara.leg.br/api/v2/partidos/36896,https://www.camara.leg.br/internet/deputado/bandep/220622.jpg
dep.brunoganem@camara.leg.br,220635,57,75760,Bruno Ganem,Podemos,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/220635,https://dadosabertos.camara.leg.br/api/v2/partidos/36896,https://www.camara.leg.br/internet/deputado/bandep/220635.jpg
dep.fabioteruel@camara.leg.br,220653,57,75760,Fábio Teruel,MDB,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/220653,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,https://www.camara.leg.br/internet/deputado/bandep/220653.jpg
dep.kenistonbraga@camara.leg.br,220677,57,75760,Keniston Braga,MDB,PA,https://dadosabertos.camara.leg.br/api/v2/deputados/220677,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,https://www.camara.leg.br/internet/deputado/bandep/220677.jpg
null,220689,57,75760,Detinha,PL,MA,https://dadosabertos.camara.leg.br/api/v2/deputados/220689,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220689.jpg
dep.professoralucienecavalcante@camara.leg.br,221338,57,75760,Professora Luciene Cavalcante,PSOL,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/221338,https://dadosabertos.camara.leg.br/api/v2/partidos/36839,https://www.camara.leg.br/internet/deputado/bandep/221338.jpg
null,227660,57,75760,Nitinho,PSD,SE,https://dadosabertos.camara.leg.br/api/v2/deputados/227660,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,https://www.camara.leg.br/internet/deputado/bandep/227660.jpg
dep.zeadriano@camara.leg.br,230768,57,75760,Zé Adriano,PP,AC,https://dadosabertos.camara.leg.br/api/v2/deputados/230768,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/230768.jpg
dep.antonialucia@camara.leg.br,123756,57,75820,Antônia Lúcia,MDB,AC,https://dadosabertos.camara.leg.br/api/v2/deputados/123756,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,https://www.camara.leg.br/internet/deputado/bandep/123756.jpg
dep.hugoleal@camara.leg.br,141450,57,75820,Hugo Leal,PSD,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/141450,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,https://www.camara.leg.br/internet/deputado/bandep/141450.jpg
dep.brunoganem@camara.leg.br,220635,57,75820,Bruno Ganem,PODE,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/220635,https://dadosabertos.camara.leg.br/api/v2/partidos/36896,https://www.camara.leg.br/internet/deputado/bandep/220635.jpg
dep.padovani@camara.leg.br,220706,57,75820,Padovani,PP,PR,https://dadosabertos.camara.leg.br/api/v2/deputados/220706,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/220706.jpg
null,73531,57,75886,Ivan Valente,PSOL,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/73531,https://dadosabertos.camara.leg.br/api/v2/partidos/36839,https://www.camara.leg.br/internet/deputado/bandep/73531.jpg
dep.damiaofeliciano@camara.leg.br,74467,57,75886,Damião Feliciano,UNIÃO,PB,https://dadosabertos.camara.leg.br/api/v2/deputados/74467,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,https://www.camara.leg.br/internet/deputado/bandep/74467.jpg
dep.merlongsolano@camara.leg.br,188097,57,75886,Merlong Solano,PT,PI,https://dadosabertos.camara.leg.br/api/v2/deputados/188097,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,https://www.camara.leg.br/internet/deputado/bandep/188097.jpg
dep.capitaoalbertoneto@camara.leg.br,204572,57,75886,Capitão Alberto Neto,PL,AM,https://dadosabertos.camara.leg.br/api/v2/deputados/204572,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/204572.jpg
dep.prof.reginaldoveras@camara.leg.br,220533,57,75886,Prof. Reginaldo Veras,PV,DF,https://dadosabertos.camara.leg.br/api/v2/deputados/220533,https://dadosabertos.camara.leg.br/api/v2/partidos/36851,https://www.camara.leg.br/internet/deputado/bandep/220533.jpg
null,220659,57,75886,Dayany Bittencourt,UNIÃO,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/220659,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,https://www.camara.leg.br/internet/deputado/bandep/220659.jpg
dep.dr.luizovando@camara.leg.br,204351,57,75901,Dr. Luiz Ovando,PP,MS,https://dadosabertos.camara.leg.br/api/v2/deputados/204351,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/204351.jpg
dep.pastorgil@camara.leg.br,204570,57,75901,Pastor Gil,PL,MA,https://dadosabertos.camara.leg.br/api/v2/deputados/204570,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/204570.jpg
null,220659,57,75901,Dayany Bittencourt,UNIÃO,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/220659,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,https://www.camara.leg.br/internet/deputado/bandep/220659.jpg
dep.jorgesolla@camara.leg.br,178857,57,75847,Jorge Solla,PT,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/178857,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,https://www.camara.leg.br/internet/deputado/bandep/178857.jpg
dep.marciojerry@camara.leg.br,81055,57,75931,Márcio Jerry,PCdoB,MA,https://dadosabertos.camara.leg.br/api/v2/deputados/81055,https://dadosabertos.camara.leg.br/api/v2/partidos/36779,https://www.camara.leg.br/internet/deputado/bandep/81055.jpg
dep.jilmartatto@camara.leg.br,141456,57,75931,Jilmar Tatto,PT,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/141456,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,https://www.camara.leg.br/internet/deputado/bandep/141456.jpg
dep.ricardobarros@camara.leg.br,73788,57,76008,Ricardo Barros,PP,PR,https://dadosabertos.camara.leg.br/api/v2/deputados/73788,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/73788.jpg
dep.cabogilbertosilva@camara.leg.br,220574,57,76008,Cabo Gilberto Silva,PL,PB,https://dadosabertos.camara.leg.br/api/v2/deputados/220574,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220574.jpg
dep.rubensotoni@camara.leg.br,74371,57,75853,Rubens Otoni,PT,GO,https://dadosabertos.camara.leg.br/api/v2/deputados/74371,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,https://www.camara.leg.br/internet/deputado/bandep/74371.jpg
dep.lauracarneiro@camara.leg.br,74856,57,75853,Laura Carneiro,PSD,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/74856,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,https://www.camara.leg.br/internet/deputado/bandep/74856.jpg
dep.gilsondaniel@camara.leg.br,220529,57,75853,Gilson Daniel,PODE,ES,https://dadosabertos.camara.leg.br/api/v2/deputados/220529,https://dadosabertos.camara.leg.br/api/v2/partidos/36896,https://www.camara.leg.br/internet/deputado/bandep/220529.jpg
dep.bebeto@camara.leg.br,220612,57,75853,Bebeto,PP,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/220612,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/220612.jpg
dep.alfredinho@camara.leg.br,221148,57,76074,Alfredinho,PT,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/221148,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,https://www.camara.leg.br/internet/deputado/bandep/221148.jpg
dep.ricardoabrao@camara.leg.br,221329,57,76074,Ricardo Abrão,PSDB,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/221329,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,https://www.camara.leg.br/internet/deputado/bandep/221329.jpg
null,73531,57,76208,Ivan Valente,PSOL,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/73531,https://dadosabertos.camara.leg.br/api/v2/partidos/36839,https://www.camara.leg.br/internet/deputado/bandep/73531.jpg
dep.damiaofeliciano@camara.leg.br,74467,57,76208,Damião Feliciano,UNIÃO,PB,https://dadosabertos.camara.leg.br/api/v2/deputados/74467,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,https://www.camara.leg.br/internet/deputado/bandep/74467.jpg
dep.pastorgil@camara.leg.br,204570,57,76208,Pastor Gil,PL,MA,https://dadosabertos.camara.leg.br/api/v2/deputados/204570,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/204570.jpg
dep.caroldartora@camara.leg.br,220704,57,76208,Carol Dartora,PT,PR,https://dadosabertos.camara.leg.br/api/v2/deputados/220704,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,https://www.camara.leg.br/internet/deputado/bandep/220704.jpg
dep.jilmartatto@camara.leg.br,141456,57,76210,Jilmar Tatto,PT,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/141456,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,https://www.camara.leg.br/internet/deputado/bandep/141456.jpg
dep.pedrowestphalen@camara.leg.br,204406,57,76210,Pedro Westphalen,PP,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/204406,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/204406.jpg
dep.diegocoronel@camara.leg.br,220691,57,76210,Diego Coronel,REPUBLICANOS,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/220691,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/220691.jpg
dep.erosbiondini@camara.leg.br,160640,57,76221,Eros Biondini,PL,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/160640,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/160640.jpg
dep.dr.fernandomaximo@camara.leg.br,220610,57,76221,Dr. Fernando Máximo,PL,RO,https://dadosabertos.camara.leg.br/api/v2/deputados/220610,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220610.jpg
dep.robertoduarte@camara.leg.br,220588,57,76255,Roberto Duarte,REPUBLICANOS,AC,https://dadosabertos.camara.leg.br/api/v2/deputados/220588,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/220588.jpg
dep.leoprates@camara.leg.br,80815,57,76164,Leo Prates,REPUBLICANOS,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/80815,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/80815.jpg
dep.danielalmeida@camara.leg.br,74060,57,76177,Daniel Almeida,PCdoB,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/74060,https://dadosabertos.camara.leg.br/api/v2/partidos/36779,https://www.camara.leg.br/internet/deputado/bandep/74060.jpg
dep.tuliogadelha@camara.leg.br,157130,57,76177,Túlio Gadêlha,PSD,PE,https://dadosabertos.camara.leg.br/api/v2/deputados/157130,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,https://www.camara.leg.br/internet/deputado/bandep/157130.jpg
dep.sanderson@camara.leg.br,204416,57,76177,Sanderson,PL,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/204416,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/204416.jpg
dep.mosesrodrigues@camara.leg.br,178997,57,76235,Moses Rodrigues,UNIÃO,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/178997,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,https://www.camara.leg.br/internet/deputado/bandep/178997.jpg
dep.mauriciodovolei@camara.leg.br,220628,57,76288,Mauricio do Vôlei,PL,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/220628,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220628.jpg
dep.mendoncafilho@camara.leg.br,74428,57,76479,Mendonça Filho,PL,PE,https://dadosabertos.camara.leg.br/api/v2/deputados/74428,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/74428.jpg
dep.lafayettedeandrada@camara.leg.br,98057,57,76479,Lafayette de Andrada,PL,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/98057,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/98057.jpg
dep.denisepessoa@camara.leg.br,220553,57,76479,Denise Pessôa,PT,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/220553,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,https://www.camara.leg.br/internet/deputado/bandep/220553.jpg
dep.gustavogayer@camara.leg.br,220568,57,76479,Gustavo Gayer,PL,GO,https://dadosabertos.camara.leg.br/api/v2/deputados/220568,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220568.jpg
dep.messiasdonato@camara.leg.br,220530,57,76575,Messias Donato,UNIÃO,ES,https://dadosabertos.camara.leg.br/api/v2/deputados/220530,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,https://www.camara.leg.br/internet/deputado/bandep/220530.jpg
dep.albuquerque@camara.leg.br,220538,57,76575,Albuquerque,REPUBLICANOS,RR,https://dadosabertos.camara.leg.br/api/v2/deputados/220538,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/220538.jpg
dep.cabogilbertosilva@camara.leg.br,220574,57,76575,Cabo Gilberto Silva,PL,PB,https://dadosabertos.camara.leg.br/api/v2/deputados/220574,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220574.jpg
dep.alfredogaspar@camara.leg.br,220576,57,76575,Alfredo Gaspar,PL,AL,https://dadosabertos.camara.leg.br/api/v2/deputados/220576,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220576.jpg
dep.delegadopaulobilynskyj@camara.leg.br,220654,57,76575,Delegado Paulo Bilynskyj,PL,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/220654,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220654.jpg
null,74141,57,76397,Josias Gomes,PT,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/74141,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,https://www.camara.leg.br/internet/deputado/bandep/74141.jpg
dep.euniciooliveira@camara.leg.br,74454,57,76397,Eunício Oliveira,MDB,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/74454,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,https://www.camara.leg.br/internet/deputado/bandep/74454.jpg
dep.leoprates@camara.leg.br,80815,57,76397,Leo Prates,REPUBLICANOS,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/80815,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/80815.jpg
dep.dagobertonogueira@camara.leg.br,141411,57,76397,Dagoberto Nogueira,PP,MS,https://dadosabertos.camara.leg.br/api/v2/deputados/141411,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/141411.jpg
dep.marcelvanhattem@camara.leg.br,156190,57,76397,Marcel van Hattem,NOVO,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/156190,https://dadosabertos.camara.leg.br/api/v2/partidos/37901,https://www.camara.leg.br/internet/deputado/bandep/156190.jpg
dep.alceumoreira@camara.leg.br,160559,57,76397,Alceu Moreira,MDB,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/160559,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,https://www.camara.leg.br/internet/deputado/bandep/160559.jpg
dep.magdamofatto@camara.leg.br,166402,57,76397,Magda Mofatto,PL,GO,https://dadosabertos.camara.leg.br/api/v2/deputados/166402,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/166402.jpg
dep.luiziannelins@camara.leg.br,178866,57,76541,Luizianne Lins,REDE,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/178866,https://dadosabertos.camara.leg.br/api/v2/partidos/36886,https://www.camara.leg.br/internet/deputado/bandep/178866.jpg
dep.fabioteruel@camara.leg.br,220653,57,76541,Fábio Teruel,MDB,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/220653,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,https://www.camara.leg.br/internet/deputado/bandep/220653.jpg
dep.pedroaihara@camara.leg.br,220630,57,75486,Pedro Aihara,PP,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/220630,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/220630.jpg
null,220575,57,75661,Sonize Barbosa,PL,AP,https://dadosabertos.camara.leg.br/api/v2/deputados/220575,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220575.jpg
dep.delegadopaulobilynskyj@camara.leg.br,220654,57,75713,Delegado Paulo Bilynskyj,PL,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/220654,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220654.jpg
dep.coronelmeira@camara.leg.br,220666,57,75713,Coronel Meira,PL,PE,https://dadosabertos.camara.leg.br/api/v2/deputados/220666,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220666.jpg
dep.eduardodafonte@camara.leg.br,141421,57,75718,Eduardo da Fonte,PP,PE,https://dadosabertos.camara.leg.br/api/v2/deputados/141421,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/141421.jpg
dep.padrejoao@camara.leg.br,160556,57,75718,Padre João,PT,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/160556,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,https://www.camara.leg.br/internet/deputado/bandep/160556.jpg
dep.carloshenriquegaguim@camara.leg.br,178993,57,75718,Carlos Henrique Gaguim,UNIÃO,TO,https://dadosabertos.camara.leg.br/api/v2/deputados/178993,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,https://www.camara.leg.br/internet/deputado/bandep/178993.jpg
dep.pedrowestphalen@camara.leg.br,204406,57,75718,Pedro Westphalen,PP,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/204406,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/204406.jpg
dep.dr.francisco@camara.leg.br,220688,57,75718,Dr. Francisco,PT,PI,https://dadosabertos.camara.leg.br/api/v2/deputados/220688,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,https://www.camara.leg.br/internet/deputado/bandep/220688.jpg
dep.daniloforte@camara.leg.br,62881,57,75098,Danilo Forte,PP,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/62881,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/62881.jpg
dep.domingossavio@camara.leg.br,160758,57,75098,Domingos Sávio,PL,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/160758,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/160758.jpg
dep.danielfreitas@camara.leg.br,204367,57,75098,Daniel Freitas,PL,SC,https://dadosabertos.camara.leg.br/api/v2/deputados/204367,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/204367.jpg
dep.felipefrancischini@camara.leg.br,204398,57,75098,Felipe Francischini,PODE,PR,https://dadosabertos.camara.leg.br/api/v2/deputados/204398,https://dadosabertos.camara.leg.br/api/v2/partidos/36896,https://www.camara.leg.br/internet/deputado/bandep/204398.jpg
dep.fredcosta@camara.leg.br,204494,57,75098,Fred Costa,PRD,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/204494,https://dadosabertos.camara.leg.br/api/v2/partidos/38010,https://www.camara.leg.br/internet/deputado/bandep/204494.jpg
dep.mersinholucena@camara.leg.br,220585,57,75098,Mersinho Lucena,PSD,PB,https://dadosabertos.camara.leg.br/api/v2/deputados/220585,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,https://www.camara.leg.br/internet/deputado/bandep/220585.jpg
dep.nelyaquino@camara.leg.br,220622,57,75324,Nely Aquino,PODE,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/220622,https://dadosabertos.camara.leg.br/api/v2/partidos/36896,https://www.camara.leg.br/internet/deputado/bandep/220622.jpg
dep.celiosilveira@camara.leg.br,178876,57,75805,Célio Silveira,MDB,GO,https://dadosabertos.camara.leg.br/api/v2/deputados/178876,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,https://www.camara.leg.br/internet/deputado/bandep/178876.jpg
dep.antonialucia@camara.leg.br,123756,57,75893,Antônia Lúcia,MDB,AC,https://dadosabertos.camara.leg.br/api/v2/deputados/123756,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,https://www.camara.leg.br/internet/deputado/bandep/123756.jpg
dep.josenelto@camara.leg.br,204391,57,75893,José Nelto,UNIÃO,GO,https://dadosabertos.camara.leg.br/api/v2/deputados/204391,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,https://www.camara.leg.br/internet/deputado/bandep/204391.jpg
dep.zucco@camara.leg.br,220552,57,75893,Zucco,PL,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/220552,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220552.jpg
dep.antoniocarlosrodrigues@camara.leg.br,220638,57,75893,Antonio Carlos Rodrigues,PL,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/220638,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/220638.jpg
dep.ricardobarros@camara.leg.br,73788,57,75987,Ricardo Barros,PP,PR,https://dadosabertos.camara.leg.br/api/v2/deputados/73788,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,https://www.camara.leg.br/internet/deputado/bandep/73788.jpg
dep.juliocesar@camara.leg.br,74317,57,75987,Júlio Cesar,PSD,PI,https://dadosabertos.camara.leg.br/api/v2/deputados/74317,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,https://www.camara.leg.br/internet/deputado/bandep/74317.jpg
dep.paulofreirecosta@camara.leg.br,160558,57,75987,Paulo Freire Costa,PL,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/160558,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/160558.jpg
dep.arthuroliveiramaia@camara.leg.br,160600,57,75987,Arthur Oliveira Maia,União,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/160600,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,https://www.camara.leg.br/internet/deputado/bandep/160600.jpg
dep.romerorodrigues@camara.leg.br,160629,57,75987,Romero Rodrigues,Podemos,PB,https://dadosabertos.camara.leg.br/api/v2/deputados/160629,https://dadosabertos.camara.leg.br/api/v2/partidos/36896,https://www.camara.leg.br/internet/deputado/bandep/160629.jpg
dep.emidinhomadeira@camara.leg.br,161550,57,75987,Emidinho Madeira,PL,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/161550,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,https://www.camara.leg.br/internet/deputado/bandep/161550.jpg
null,163321,57,75987,Ronaldo Nogueira,Republican,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/163321,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,https://www.camara.leg.br/internet/deputado/bandep/163321.jpg
dep.misaelvarella@camara.leg.br,178895,57,75987,Misael Varella,PSD,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/178895,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,https://www.camara.leg.br/internet/deputado/bandep/178895.jpg
