dataHoraFim,dataHoraInicio,descricao,descricaoTipo,id,localCamara,localExterno,orgaos,situacao,uri,urlRegistro
null,2025-04-08T16:00,Diálogo sobre a revogação da Lei de Alienação Parental e a garantia dos direitos de mulheres e crianças,Debate,75918,"{""nome"":null,""predio"":null,""sala"":null,""andar"":null}",SALÃO NOBRE,"[{""tipoOrgao"":""COORDENADORIA DA MULHER"",""sigla"":""SEMULHER"",""nomePublicacao"":""SECRETARIA DA MULHER"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/537239"",""codTipoOrgao"":""15"",""nomeResumido"":""Secretaria da Mulher"",""id"":""537239"",""apelido"":""SECRETARIA DA MULHER"",""nome"":""Secretaria da Mulher""}]",Convocada,https://dadosabertos.camara.leg.br/api/v2/eventos/75918,null
2025-04-08T17:21,2025-04-08T16:32,"Discussão e votação de propostas legislativas
 SUJEITA A ALTERAÇÕES

. Eleição de Vice-Presidentes

. Arquivamento de requerimentos de 2023 e 2024",Reunião Deliberativa,75722,"{""nome"":""Anexo II, Plenário 12"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Comissão Permanente"",""sigla"":""CPOVOS"",""nomePublicacao"":""Comissão da Amazônia e dos Povos Originários e Tradicionais"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/539384"",""codTipoOrgao"":""2"",""nomeResumido"":""Amazônia"",""id"":""539384"",""apelido"":""Amazônia e dos Povos Originários e Tradicionais"",""nome"":""Comissão da Amazônia e dos Povos Originários e Tradicionais""}]",Encerrada (Final),https://dadosabertos.camara.leg.br/api/v2/eventos/75722,null
2025-04-08T17:09,2025-04-08T16:41,Discussão e votação de requerimentos legislativos,Reunião Deliberativa,75898,"{""nome"":""Anexo II, Plenário 06"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Comissão Permanente"",""sigla"":""CSPCCO"",""nomePublicacao"":""Comissão de Segurança Pública e Combate ao Crime Organizado"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/5503"",""codTipoOrgao"":""2"",""nomeResumido"":""Segurança Pública"",""id"":""5503"",""apelido"":""Segurança Pública e Combate ao Crime Organizado"",""nome"":""Comissão de Segurança Pública e Combate ao Crime Organizado""}]",Encerrada (Final),https://dadosabertos.camara.leg.br/api/v2/eventos/75898,https://www.youtube.com/watch?v=nJbR3hjAIMA
2025-04-08T18:16,2025-04-08T17:03,"Acondroplasia: desafios e oportunidades no tratamento
 Requerimento nº 33/2025 CSAUDE, do Dep. Dr. Zacharias Calil (União-GO)

Convidados confirmados:

- Luiz Cláudio Castro (Participação Presencial)
Médico especialista da Universidade de Brasília - UnB

- Wilson Kuwabara (Participação Presencial)
Responsável pela Área Médica da BioMarin Pharmaceutical

- Maria Thereza Coelho (Participação Presencial)
Portadora de acondroplasia e mãe de dois filhos portadores de acondroplasia

- Juliana Yamin (Participação Presencial)
Presidente do Instituto Nacional de Nanismo",Audiência Pública,75802,"{""nome"":""Anexo II, Plenário 07"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Comissão Permanente"",""sigla"":""CSAUDE"",""nomePublicacao"":""Comissão de Saúde"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/2014"",""codTipoOrgao"":""2"",""nomeResumido"":""Saúde"",""id"":""2014"",""apelido"":""Saúde"",""nome"":""Comissão de Saúde""}]",Encerrada (Final),https://dadosabertos.camara.leg.br/api/v2/eventos/75802,https://www.youtube.com/watch?v=nn8Dmxk_63w
2025-04-09T10:06,2025-04-09T08:00,Discussão da pauta e outros assuntos atinentes à CTRAB,Mesa Redonda,75880,"{""nome"":null,""predio"":null,""sala"":null,""andar"":null}","Sala da Presidência da Comissão, Anexo II,  Térreo, Ala C, sala 50.","[{""tipoOrgao"":""Comissão Permanente"",""sigla"":""CTRAB"",""nomePublicacao"":""Comissão de Trabalho"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/2015"",""codTipoOrgao"":""2"",""nomeResumido"":""Trabalho"",""id"":""2015"",""apelido"":""Trabalho"",""nome"":""Comissão de Trabalho""}]",Encerrada (Final),https://dadosabertos.camara.leg.br/api/v2/eventos/75880,null
null,2025-04-09T09:00,"Reunião da Frente
 Parlamentar em Defesa dos Profissionais do Sistema Socioeducativo",Reunião Técnica,75935,"{""nome"":""Auditório Nereu Ramos"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Órgão da Câmara dos Deputados"",""sigla"":""EVENTOS"",""nomePublicacao"":""Câmara dos Deputados - Outros Eventos"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/100950"",""codTipoOrgao"":""12000"",""nomeResumido"":null,""id"":""100950"",""apelido"":""Outros Eventos"",""nome"":""Eventos""}]",Convocada,https://dadosabertos.camara.leg.br/api/v2/eventos/75935,null
2025-04-09T10:24,2025-04-09T09:28,"Reunião Técnica com o TCU, com a presença do Senhor Secretário de Relações Institucionais, Manoel Moreira de Souza, e do Senhor Secretário de Controle Externo de Energia, Alexandre Carlos Leite.",Reunião Técnica,75911,"{""nome"":null,""predio"":null,""sala"":null,""andar"":null}","Anexo II, Pav. Superior, Ala A, sala 163-A","[{""tipoOrgao"":""Comissão Permanente"",""sigla"":""CFFC"",""nomePublicacao"":""Comissão de Fiscalização Financeira e Controle"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/2011"",""codTipoOrgao"":""2"",""nomeResumido"":""Fiscalização Financeira"",""id"":""2011"",""apelido"":""Fiscalização Financeira e Controle"",""nome"":""Comissão de Fiscalização Financeira e Controle""}]",Encerrada (Final),https://dadosabertos.camara.leg.br/api/v2/eventos/75911,null
2025-04-09T10:45,2025-04-09T09:30,Discussão da pauta e outros assuntos internos da comissão,Mesa Redonda,75906,"{""nome"":null,""predio"":null,""sala"":null,""andar"":null}","Sala da Comissão (Anexo II, Piso Superior, Ala C, Sala 176)","[{""tipoOrgao"":""Comissão Permanente"",""sigla"":""CE"",""nomePublicacao"":""Comissão de Educação"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/2009"",""codTipoOrgao"":""2"",""nomeResumido"":""Educação"",""id"":""2009"",""apelido"":""Educação"",""nome"":""Comissão de Educação""}]",Encerrada (Final),https://dadosabertos.camara.leg.br/api/v2/eventos/75906,null
2025-04-09T11:54,2025-04-09T09:34,"Homenagem ao centenário de nascimento do empresário Edson Queiroz.
 Homenagem ao centenário de nascimento do empresário Edson Queiroz.",Sessão Não Deliberativa Solene,75801,"{""nome"":""Plenário do Senado Federal"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Órgão do Congresso Nacional"",""sigla"":""CN"",""nomePublicacao"":""CN"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/111"",""codTipoOrgao"":""81001"",""nomeResumido"":""Congresso Nacional"",""id"":""111"",""apelido"":""CONGRESSO NACIONAL"",""nome"":""CONGRESSO NACIONAL""}]",Encerrada,https://dadosabertos.camara.leg.br/api/v2/eventos/75801,https://www.youtube.com/watch?v=zkr7lz_pvqE
2025-04-09T11:10,2025-04-09T09:39,"Homenagem à Campanha da Fraternidade 2025, com o tema: “Fraternidade e Ecologia Integral”; e com o lema: “Deus viu que tudo era muito bom
 Homenagem à Campanha da Fraternidade 2025, com o tema: “Fraternidade e Ecologia Integral”; e com o lema: “Deus viu que tudo era muito bom",Sessão Não Deliberativa Solene,75804,"{""nome"":""Plenário da Câmara dos Deputados"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Plenário Virtual"",""sigla"":""PLEN"",""nomePublicacao"":""Plenário"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/180"",""codTipoOrgao"":""26"",""nomeResumido"":""Plenário"",""id"":""180"",""apelido"":""Plenário"",""nome"":""Plenário""}]",Encerrada,https://dadosabertos.camara.leg.br/api/v2/eventos/75804,https://www.youtube.com/watch?v=YW2-FlFp4Cs
null,2025-04-09T10:00,"Inscrição de locatário inadimplente no SPC (PL7733/17)
 Requerimento nº 29/2024 do Dep. Aureo Ribeiro

Convidados:

Leonardo Miguel Severini
Presidente da União Nacional das Entidades de Comércio e Serviços (Unecs);

José Cesar da Costa
Presdiente da Confederação Nacional de Dirigentes Lojistas (CNDL);

Isaac Sidney Menezes Ferreira
Presidente da Federação Brasileira de Bancos (Febraban);

Alfredo Cotait Neto
Federação das Associações Comerciais do Estado de São Paulo - Facesp.",Audiência Pública,75839,"{""nome"":""Anexo II, Plenário 08"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Comissão Permanente"",""sigla"":""CDC"",""nomePublicacao"":""Comissão de Defesa do Consumidor"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/2004"",""codTipoOrgao"":""2"",""nomeResumido"":""Consumidor"",""id"":""2004"",""apelido"":""Defesa do Consumidor"",""nome"":""Comissão de Defesa do Consumidor""}]",Cancelada,https://dadosabertos.camara.leg.br/api/v2/eventos/75839,null
2025-04-09T11:13,2025-04-09T10:09,Discussão e votação de propostas legislativas,Reunião Deliberativa,75831,"{""nome"":""Anexo II, Plenário 14"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Comissão Permanente"",""sigla"":""CME"",""nomePublicacao"":""Comissão de Minas e Energia"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/2012"",""codTipoOrgao"":""2"",""nomeResumido"":""Minas e Energia"",""id"":""2012"",""apelido"":""Minas e Energia"",""nome"":""Comissão de Minas e Energia""}]",Encerrada (Final),https://dadosabertos.camara.leg.br/api/v2/eventos/75831,https://www.youtube.com/watch?v=MT5aPIc9ggo
2025-04-09T11:25,2025-04-09T10:09,Discussão e votação de propostas legislativas,Reunião Deliberativa,75879,"{""nome"":""Anexo II, Plenário 12"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Comissão Permanente"",""sigla"":""CTRAB"",""nomePublicacao"":""Comissão de Trabalho"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/2015"",""codTipoOrgao"":""2"",""nomeResumido"":""Trabalho"",""id"":""2015"",""apelido"":""Trabalho"",""nome"":""Comissão de Trabalho""}]",Encerrada (Final),https://dadosabertos.camara.leg.br/api/v2/eventos/75879,https://www.youtube.com/watch?v=71iyvW7cUKg
2025-04-09T10:59,2025-04-09T10:14,"Eleição para vaga na CCAI
 A- Eleição para ocupar vaga na Comissão Mista de Controle das Atividades de Inteligência do Congresso Nacional (CCAI), de que trata a alínea ""e"", inciso III, do art. 7º da Resolução nº 2, de 2013-CN",Reunião de Eleição,75875,"{""nome"":""Anexo II, Plenário 03"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Comissão Permanente"",""sigla"":""CREDN"",""nomePublicacao"":""Comissão de Relações Exteriores e de Defesa Nacional"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/2018"",""codTipoOrgao"":""2"",""nomeResumido"":""Relações Exteriores"",""id"":""2018"",""apelido"":""Relações Exteriores e de Defesa Nacional"",""nome"":""Comissão de Relações Exteriores e de Defesa Nacional""}]",Encerrada (Final),https://dadosabertos.camara.leg.br/api/v2/eventos/75875,https://www.youtube.com/watch?v=ySL_iPFMmYo
2025-04-09T11:12,2025-04-09T10:15,Discussão e votação de propostas legislativas,Reunião Deliberativa,75820,"{""nome"":""Anexo II, Plenário 05"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Comissão Permanente"",""sigla"":""CDE"",""nomePublicacao"":""Comissão de Desenvolvimento Econômico"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/2008"",""codTipoOrgao"":""2"",""nomeResumido"":""Desenvolvimento Econômico"",""id"":""2008"",""apelido"":""Desenvolvimento Econômico"",""nome"":""Comissão de Desenvolvimento Econômico""}]",Encerrada (Final),https://dadosabertos.camara.leg.br/api/v2/eventos/75820,https://www.youtube.com/watch?v=eQghwTTSQhg
2025-04-09T11:37,2025-04-09T10:23,Discussão e votação de proposições legislativas,Reunião Deliberativa,75821,"{""nome"":""Anexo II, Plenário 02"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Comissão Permanente"",""sigla"":""CMADS"",""nomePublicacao"":""Comissão de Meio Ambiente e Desenvolvimento Sustentável"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/6174"",""codTipoOrgao"":""2"",""nomeResumido"":""Meio Ambiente"",""id"":""6174"",""apelido"":""Meio Ambiente e Desenvolvimento Sustentável"",""nome"":""Comissão de Meio Ambiente e Desenvolvimento Sustentável""}]",Encerrada (Final),https://dadosabertos.camara.leg.br/api/v2/eventos/75821,https://www.youtube.com/watch?v=kvc50tkTc-c
2025-04-09T12:46,2025-04-09T10:25,"Planejamento das ações do MCTI e as propostas de políticas públicas de CT&I para 2025; realizações e resultados da pasta em 2024; o Sistema Nacional de Ciência, Tecnologia e Inovação (SNCTI).
 (Requerimento nº 1/2025, do Deputado Ricardo Barros; Requerimento nº 3/2025, do Deputado Márcio Jerry; e Requerimento nº 4/2025, da Deputada Daiana Santos)",Reunião de Comparecimento de Ministro(a),75741,"{""nome"":""Anexo II, Plenário 13"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Comissão Permanente"",""sigla"":""CCTI"",""nomePublicacao"":""Comissão de Ciência, Tecnologia e Inovação"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/2002"",""codTipoOrgao"":""2"",""nomeResumido"":""Ciência e Tecnologia"",""id"":""2002"",""apelido"":""Ciência, Tecnologia e Inovação"",""nome"":""Comissão de Ciência, Tecnologia e Inovação""}]",Encerrada (Final),https://dadosabertos.camara.leg.br/api/v2/eventos/75741,https://www.youtube.com/watch?v=l6ipjuv2rU4
2025-04-09T11:10,2025-04-09T10:28,Discussão e votação de propostas legislativas,Reunião Deliberativa,75829,"{""nome"":""Anexo II, Plenário 04"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Comissão Permanente"",""sigla"":""CFT"",""nomePublicacao"":""Comissão de Finanças e Tributação"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/2010"",""codTipoOrgao"":""2"",""nomeResumido"":""Finanças e Tributação"",""id"":""2010"",""apelido"":""Finanças e Tributação"",""nome"":""Comissão de Finanças e Tributação""}]",Encerrada (Final),https://dadosabertos.camara.leg.br/api/v2/eventos/75829,https://www.youtube.com/watch?v=IVLejBVAECg
2025-04-09T12:12,2025-04-09T10:32,Discussão e votação de propostas legislativas e eleição do 1º vice-presidente,Reunião Deliberativa,75865,"{""nome"":""Anexo II, Plenário 07"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Comissão Permanente"",""sigla"":""CSAUDE"",""nomePublicacao"":""Comissão de Saúde"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/2014"",""codTipoOrgao"":""2"",""nomeResumido"":""Saúde"",""id"":""2014"",""apelido"":""Saúde"",""nome"":""Comissão de Saúde""}]",Encerrada (Final),https://dadosabertos.camara.leg.br/api/v2/eventos/75865,https://www.youtube.com/watch?v=7bs8PMjw4H8
2025-04-09T11:24,2025-04-09T10:32,"Plano Anual de Fiscalização e Controle e deliberação de propostas legislativas
 A - Plano Anual de Fiscalização e Controle (PFC 2025)",Reunião Deliberativa,75893,"{""nome"":""Anexo II, Plenário 09"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Comissão Permanente"",""sigla"":""CFFC"",""nomePublicacao"":""Comissão de Fiscalização Financeira e Controle"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/2011"",""codTipoOrgao"":""2"",""nomeResumido"":""Fiscalização Financeira"",""id"":""2011"",""apelido"":""Fiscalização Financeira e Controle"",""nome"":""Comissão de Fiscalização Financeira e Controle""}]",Encerrada (Final),https://dadosabertos.camara.leg.br/api/v2/eventos/75893,https://www.youtube.com/watch?v=nbIZN_D1BZs
2025-04-09T12:35,2025-04-09T10:40,Discussão e votação de propostas legislativas,Reunião Deliberativa,75886,"{""nome"":""Anexo II, Plenário 10"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Comissão Permanente"",""sigla"":""CE"",""nomePublicacao"":""Comissão de Educação"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/2009"",""codTipoOrgao"":""2"",""nomeResumido"":""Educação"",""id"":""2009"",""apelido"":""Educação"",""nome"":""Comissão de Educação""}]",Encerrada (Final),https://dadosabertos.camara.leg.br/api/v2/eventos/75886,https://www.youtube.com/watch?v=cC9BXzFGksA
2025-04-09T11:35,2025-04-09T10:41,Discussão e votação de propostas legislativas,Reunião Deliberativa,75877,"{""nome"":""Anexo II, Plenário 16"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Comissão Permanente"",""sigla"":""CDU"",""nomePublicacao"":""Comissão de Desenvolvimento Urbano"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/2006"",""codTipoOrgao"":""2"",""nomeResumido"":""Desenvolvimento Urbano"",""id"":""2006"",""apelido"":""Desenvolvimento Urbano"",""nome"":""Comissão de Desenvolvimento Urbano""}]",Encerrada (Final),https://dadosabertos.camara.leg.br/api/v2/eventos/75877,https://www.youtube.com/watch?v=k_qapnjmX-s
2025-04-09T11:13,2025-04-09T10:44,Discussão e votação de propostas legislativas,Reunião Deliberativa,75864,"{""nome"":""Anexo II, Plenário 11"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Comissão Permanente"",""sigla"":""CVT"",""nomePublicacao"":""Comissão de Viação e Transportes"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/2016"",""codTipoOrgao"":""2"",""nomeResumido"":""Viação e Transportes"",""id"":""2016"",""apelido"":""Viação e Transportes"",""nome"":""Comissão de Viação e Transportes""}]",Encerrada (Final),https://dadosabertos.camara.leg.br/api/v2/eventos/75864,https://www.youtube.com/watch?v=quGjXvZiA40
2025-04-09T13:55,2025-04-09T10:45,"Eleição de vice-presidentes, discussão e votação de propostas legislativas
 1. ELEIÇÃO DE VICE-PRESIDENTES

2. ACORDO DE PROCEDIMENTOS 

3. DISCUSSÃO E VOTAÇÃO DE PROPOSTAS LEGISLATIVAS",Reunião Deliberativa,75819,"{""nome"":""Anexo II, Plenário 06"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Comissão Permanente"",""sigla"":""CAPADR"",""nomePublicacao"":""Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/2001"",""codTipoOrgao"":""2"",""nomeResumido"":""Agropecuária"",""id"":""2001"",""apelido"":""Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural"",""nome"":""Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural""}]",Encerrada (Final),https://dadosabertos.camara.leg.br/api/v2/eventos/75819,https://www.youtube.com/watch?v=UtWjZfl6FMI
2025-04-09T13:51,2025-04-09T10:45,Discussão e votação de propostas legislativas,Reunião Deliberativa,75878,"{""nome"":""Anexo II, Plenário 01"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Comissão Permanente"",""sigla"":""CCJC"",""nomePublicacao"":""Comissão de Constituição e Justiça e de Cidadania"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/2003"",""codTipoOrgao"":""2"",""nomeResumido"":""Constituição e Justiça"",""id"":""2003"",""apelido"":""Constituição e Justiça e de Cidadania"",""nome"":""Comissão de Constituição e Justiça e de Cidadania""}]",Encerrada (Final),https://dadosabertos.camara.leg.br/api/v2/eventos/75878,https://www.youtube.com/watch?v=7WBPNEw43e4
2025-04-09T12:48,2025-04-09T11:03,Discussão e votação de propostas legislativas.,Reunião Deliberativa,75834,"{""nome"":""Anexo II, Plenário 08"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Comissão Permanente"",""sigla"":""CDC"",""nomePublicacao"":""Comissão de Defesa do Consumidor"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/2004"",""codTipoOrgao"":""2"",""nomeResumido"":""Consumidor"",""id"":""2004"",""apelido"":""Defesa do Consumidor"",""nome"":""Comissão de Defesa do Consumidor""}]",Encerrada (Final),https://dadosabertos.camara.leg.br/api/v2/eventos/75834,https://www.youtube.com/watch?v=5usX6VSPcfM
2025-04-09T12:17,2025-04-09T11:04,"Discussão e votação de propostas legislativas
 A- Acordo de Procedimentos da CREDN para 2025",Reunião Deliberativa,75883,"{""nome"":""Anexo II, Plenário 03"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Comissão Permanente"",""sigla"":""CREDN"",""nomePublicacao"":""Comissão de Relações Exteriores e de Defesa Nacional"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/2018"",""codTipoOrgao"":""2"",""nomeResumido"":""Relações Exteriores"",""id"":""2018"",""apelido"":""Relações Exteriores e de Defesa Nacional"",""nome"":""Comissão de Relações Exteriores e de Defesa Nacional""}]",Encerrada (Final),https://dadosabertos.camara.leg.br/api/v2/eventos/75883,https://www.youtube.com/watch?v=JTneZjn0AUs
2025-04-09T18:30,2025-04-09T11:58,"Apreciação de parecer
 PAUTA SUJEITA A ALTERAÇÕES


1. Discussão e votação do Parecer do Deputado Paulo Magalhães - PSD/BA, Relator do processo referente à Representação nº 5/24, em desfavor do Deputado Glauber Braga - PSOL/RJ.",Reunião Deliberativa,75844,"{""nome"":""Anexo II, Plenário 15"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Conselho"",""sigla"":""COETICA"",""nomePublicacao"":""Conselho de Ética e Decoro Parlamentar"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/5971"",""codTipoOrgao"":""11"",""nomeResumido"":""Conselho de Ética"",""id"":""5971"",""apelido"":""Conselho de Ética e Decoro Parlamentar"",""nome"":""Conselho de Ética e Decoro Parlamentar da Câmara dos Deputados""}]",Encerrada,https://dadosabertos.camara.leg.br/api/v2/eventos/75844,https://www.youtube.com/watch?v=pVsqiPm3nDs
2025-04-09T13:29,2025-04-09T12:53,Discussão e votação de propostas legislativas,Reunião Deliberativa,75882,"{""nome"":""Anexo II, Plenário 13"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Comissão Permanente"",""sigla"":""CCTI"",""nomePublicacao"":""Comissão de Ciência, Tecnologia e Inovação"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/2002"",""codTipoOrgao"":""2"",""nomeResumido"":""Ciência e Tecnologia"",""id"":""2002"",""apelido"":""Ciência, Tecnologia e Inovação"",""nome"":""Comissão de Ciência, Tecnologia e Inovação""}]",Encerrada (Final),https://dadosabertos.camara.leg.br/api/v2/eventos/75882,https://www.youtube.com/watch?v=SJbYKiqQ318
2025-04-09T13:44,2025-04-09T13:00,Eleição da 2ª vice-presidência da Comissão,Reunião de Eleição,75907,"{""nome"":""Anexo II, Plenário 04"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Comissão Permanente"",""sigla"":""CESPO"",""nomePublicacao"":""Comissão do Esporte"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/537236"",""codTipoOrgao"":""2"",""nomeResumido"":""Esportes"",""id"":""537236"",""apelido"":""Esporte"",""nome"":""Comissão do Esporte""}]",Encerrada (Final),https://dadosabertos.camara.leg.br/api/v2/eventos/75907,https://www.youtube.com/watch?v=tRW3UZ1y920
2025-04-09T15:26,2025-04-09T13:26,"Programa Resposta em Operações Integradas para Atuação em Situações de Desastres (RESPAD)
 Tema: Discussão do programa Resposta em Operações Integradas para Atuação em Situações de Desastres (RESPAD).

Convidados:

Coronel WASHINGTON LUIZ VAZ JÚNIOR, Presidente do Conselho Nacional dos Corpos de Bombeiros Militares - LIGABOM; (CONFIRMADO)

PAULO QUEIROZ TRINTA, Gerente do Projeto RESPAD da Secretaria Nacional de Segurança Pública - SENASP; (CONFIRMADO)

PETULA PONCIANO NASCIMENTO, Secretário Adjunto V da Casa Civil; (CONFIRMADO)

LENO RODRIGUES DE QUEIROZ, Diretor do Centro Nacional de Gerenciamento de Riscos e Desastres do Ministério da Integração e Desenvolvimento Regional; (CONFIRMADO)

Vice-Almirante JOSÉ CLÁUDIO OLIVEIRA MACEDO, Subchefe de Operações do Ministério da Defesa; (CONFIRMADO)

Coronel (EB) EDUARDO HENRIQUE DE SÁ OLIVEIRA, Coordenador-Geral da Coordenação-Geral de Operações Complementares do Ministério da Defesa; (CONFIRMADO)

Tenente-Coronel (FAB) ANTÔNIO LUIZ MOURA JUNIOR, Coordenador da Coordenação-Geral de Operações Complementares do Ministério da Defesa; (CONFIRMADO)

VANESSA NEGRINI, Diretora do Departamento de Proteção, Defesa e Direitos Animais do Ministério do Meio Ambiente e Mudança do Clima. (CONFIRMADA)

(Requerimento nº 3/2025, do Dep. Pedro Aihara)",Audiência Pública,75885,"{""nome"":""Anexo II, Plenário 08"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Comissão Especial"",""sigla"":""CEDESNAT"",""nomePublicacao"":""Comissão Especial sobre Prevenção e Auxílio a Desastres e Calamidades Naturais"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/539635"",""codTipoOrgao"":""3"",""nomeResumido"":""Desastres Naturais"",""id"":""539635"",""apelido"":""Prevenção e Auxílio a Desastres e Calamidades Naturais"",""nome"":""Comissão Especial destinada a estudar e analisar formas de prevenção e auxílio a desastres e calamidades naturais que vêm assolando o Território Nacional""}]",Encerrada (Final),https://dadosabertos.camara.leg.br/api/v2/eventos/75885,https://www.youtube.com/watch?v=HSOhJK9--Ks
2025-04-09T13:43,2025-04-09T13:35,Discussão e votação de propostas legislativas,Reunião Deliberativa,75901,"{""nome"":""Anexo II, Plenário 12"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Comissão Permanente"",""sigla"":""CIDOSO"",""nomePublicacao"":""Comissão de Defesa dos Direitos da Pessoa Idosa"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/537871"",""codTipoOrgao"":""2"",""nomeResumido"":""Idosos"",""id"":""537871"",""apelido"":""Defesa dos Direitos da Pessoa Idosa"",""nome"":""Comissão de Defesa dos Direitos da Pessoa Idosa""}]",Encerrada (Final),https://dadosabertos.camara.leg.br/api/v2/eventos/75901,https://www.youtube.com/watch?v=ucLtqJmw2og
2025-04-09T14:26,2025-04-09T13:47,"Discussão e votação de propostas legislativas
 Deliberação do Acordo de Procedimentos da Comissão do Esporte para 2025",Reunião Deliberativa,75881,"{""nome"":""Anexo II, Plenário 04"",""predio"":null,""sala"":null,""andar"":null}",null,"[{""tipoOrgao"":""Comissão Permanente"",""sigla"":""CESPO"",""nomePublicacao"":""Comissão do Esporte"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/orgaos/537236"",""codTipoOrgao"":""2"",""nomeResumido"":""Esportes"",""id"":""537236"",""apelido"":""Esporte"",""nome"":""Comissão do Esporte""}]",Encerrada (Final),https://dadosabertos.camara.leg.br/api/v2/eventos/75881,https://www.youtube.com/watch?v=AlNJKNpmspA
