dataRegistroVoto,deputado_,tipoVoto
2026-05-06T20:49:52,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/73768.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37903"",""idLegislatura"":""57"",""email"":""dep.dilceusperafico@camara.leg.br"",""nome"":""Dilceu Sperafico"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/73768"",""siglaUf"":""PR"",""siglaPartido"":""PP"",""id"":""73768""}",Sim
2026-05-06T20:49:50,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/204481.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37906"",""idLegislatura"":""57"",""email"":""dep.dr.jaziel@camara.leg.br"",""nome"":""Dr. Jaziel"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/204481"",""siglaUf"":""CE"",""siglaPartido"":""PL"",""id"":""204481""}",Não
2026-05-06T20:49:50,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/220606.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36844"",""idLegislatura"":""57"",""email"":""dep.reimont@camara.leg.br"",""nome"":""Reimont"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/220606"",""siglaUf"":""RJ"",""siglaPartido"":""PT"",""id"":""220606""}",Sim
2026-05-06T20:49:45,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/204427.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/38010"",""idLegislatura"":""57"",""email"":""dep.fernandorodolfo@camara.leg.br"",""nome"":""Fernando Rodolfo"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/204427"",""siglaUf"":""PE"",""siglaPartido"":""PRD"",""id"":""204427""}",Não
2026-05-06T20:49:45,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/220629.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36844"",""idLegislatura"":""57"",""email"":""dep.dandara@camara.leg.br"",""nome"":""Dandara"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/220629"",""siglaUf"":""MG"",""siglaPartido"":""PT"",""id"":""220629""}",Sim
2026-05-06T20:49:43,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/178933.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36899"",""idLegislatura"":""57"",""email"":""dep.sergiosouza@camara.leg.br"",""nome"":""Sergio Souza"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/178933"",""siglaUf"":""PR"",""siglaPartido"":""MDB"",""id"":""178933""}",Sim
2026-05-06T20:49:37,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/204441.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36834"",""idLegislatura"":""57"",""email"":""dep.otonidepaula@camara.leg.br"",""nome"":""Otoni de Paula"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/204441"",""siglaUf"":""RJ"",""siglaPartido"":""PSD"",""id"":""204441""}",Sim
2026-05-06T20:49:36,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/160632.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/38009"",""idLegislatura"":""57"",""email"":""dep.zesilva@camara.leg.br"",""nome"":""Zé Silva"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/160632"",""siglaUf"":""MG"",""siglaPartido"":""UNIÃO"",""id"":""160632""}",Sim
2026-05-06T20:49:36,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/220694.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36899"",""idLegislatura"":""57"",""email"":""dep.ricardomaia@camara.leg.br"",""nome"":""Ricardo Maia"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/220694"",""siglaUf"":""BA"",""siglaPartido"":""MDB"",""id"":""220694""}",Sim
2026-05-06T20:49:24,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/204539.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36899"",""idLegislatura"":""57"",""email"":""dep.herciliocoelhodiniz@camara.leg.br"",""nome"":""Hercílio Coelho Diniz"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/204539"",""siglaUf"":""MG"",""siglaPartido"":""MDB"",""id"":""204539""}",Sim
2026-05-06T20:49:23,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/153423.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36899"",""idLegislatura"":""57"",""email"":""dep.renilcenicodemos@camara.leg.br"",""nome"":""Renilce Nicodemos"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/153423"",""siglaUf"":""PA"",""siglaPartido"":""MDB"",""id"":""153423""}",Sim
2026-05-06T20:49:22,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/235800.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37903"",""idLegislatura"":""57"",""email"":""dep.jorgearaujo@camara.leg.br"",""nome"":""Jorge Araújo"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/235800"",""siglaUf"":""BA"",""siglaPartido"":""PP"",""id"":""235800""}",Sim
2026-05-06T20:49:21,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/136811.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37903"",""idLegislatura"":""57"",""email"":""dep.afonsohamm@camara.leg.br"",""nome"":""Afonso Hamm"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/136811"",""siglaUf"":""RS"",""siglaPartido"":""PP"",""id"":""136811""}",Não
2026-05-06T20:49:21,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/150418.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37908"",""idLegislatura"":""57"",""email"":""dep.marciomarinho@camara.leg.br"",""nome"":""Márcio Marinho"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/150418"",""siglaUf"":""BA"",""siglaPartido"":""REPUBLICANOS"",""id"":""150418""}",Sim
2026-05-06T20:49:21,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/204574.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36899"",""idLegislatura"":""57"",""email"":""dep.juniorlourenco@camara.leg.br"",""nome"":""Junior Lourenço"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/204574"",""siglaUf"":""MA"",""siglaPartido"":""MDB"",""id"":""204574""}",Sim
2026-05-06T20:49:20,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/141459.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37903"",""idLegislatura"":""57"",""email"":""dep.joaomaia@camara.leg.br"",""nome"":""João Maia"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/141459"",""siglaUf"":""RN"",""siglaPartido"":""PP"",""id"":""141459""}",Sim
2026-05-06T20:49:17,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/220590.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/38009"",""idLegislatura"":""57"",""email"":""dep.coronelulysses@camara.leg.br"",""nome"":""Coronel Ulysses"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/220590"",""siglaUf"":""AC"",""siglaPartido"":""UNIÃO"",""id"":""220590""}",Não
2026-05-06T20:49:17,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/220692.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/38009"",""idLegislatura"":""57"",""email"":""dep.dalbarreto@camara.leg.br"",""nome"":""Dal Barreto"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/220692"",""siglaUf"":""BA"",""siglaPartido"":""UNIÃO"",""id"":""220692""}",Sim
2026-05-06T20:49:12,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/62881.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37903"",""idLegislatura"":""57"",""email"":""dep.daniloforte@camara.leg.br"",""nome"":""Danilo Forte"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/62881"",""siglaUf"":""CE"",""siglaPartido"":""PP"",""id"":""62881""}",Sim
2026-05-06T20:49:11,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/204515.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36886"",""idLegislatura"":""57"",""email"":""dep.andrejanones@camara.leg.br"",""nome"":""André Janones"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/204515"",""siglaUf"":""MG"",""siglaPartido"":""REDE"",""id"":""204515""}",Sim
2026-05-06T20:49:10,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/204425.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37908"",""idLegislatura"":""57"",""email"":""dep.silviocostafilho@camara.leg.br"",""nome"":""Silvio Costa Filho"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/204425"",""siglaUf"":""PE"",""siglaPartido"":""REPUBLICANOS"",""id"":""204425""}",Sim
2026-05-06T20:49:07,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/141391.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37905"",""idLegislatura"":""57"",""email"":""dep.arnaldojardim@camara.leg.br"",""nome"":""Arnaldo Jardim"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/141391"",""siglaUf"":""SP"",""siglaPartido"":""CIDADANIA"",""id"":""141391""}",Sim
2026-05-06T20:49:03,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/204372.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37908"",""idLegislatura"":""57"",""email"":""dep.juliocesarribeiro@camara.leg.br"",""nome"":""Julio Cesar Ribeiro"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/204372"",""siglaUf"":""DF"",""siglaPartido"":""REPUBLICANOS"",""id"":""204372""}",Sim
2026-05-06T20:49:01,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/74044.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37908"",""idLegislatura"":""57"",""email"":""dep.wilsonsantiago@camara.leg.br"",""nome"":""Wilson Santiago"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/74044"",""siglaUf"":""PB"",""siglaPartido"":""REPUBLICANOS"",""id"":""74044""}",Sim
2026-05-06T20:48:50,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/221148.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36844"",""idLegislatura"":""57"",""email"":""dep.alfredinho@camara.leg.br"",""nome"":""Alfredinho"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/221148"",""siglaUf"":""SP"",""siglaPartido"":""PT"",""id"":""221148""}",Sim
2026-05-06T20:48:48,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/209189.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36844"",""idLegislatura"":""57"",""email"":""dep.joseildoramos@camara.leg.br"",""nome"":""Joseildo Ramos"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/209189"",""siglaUf"":""BA"",""siglaPartido"":""PT"",""id"":""209189""}",Sim
2026-05-06T20:48:48,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/220538.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37908"",""idLegislatura"":""57"",""email"":""dep.albuquerque@camara.leg.br"",""nome"":""Albuquerque"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/220538"",""siglaUf"":""RR"",""siglaPartido"":""REPUBLICANOS"",""id"":""220538""}",Sim
2026-05-06T20:48:46,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/178910.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37906"",""idLegislatura"":""57"",""email"":""dep.joaquimpassarinho@camara.leg.br"",""nome"":""Joaquim Passarinho"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/178910"",""siglaUf"":""PA"",""siglaPartido"":""PL"",""id"":""178910""}",Sim
2026-05-06T20:48:45,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/74075.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36899"",""idLegislatura"":""57"",""email"":""dep.elcionebarbalho@camara.leg.br"",""nome"":""Elcione Barbalho"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/74075"",""siglaUf"":""PA"",""siglaPartido"":""MDB"",""id"":""74075""}",Sim
2026-05-06T20:48:43,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/220565.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36844"",""idLegislatura"":""57"",""email"":""dep.delegadaadrianaaccorsi@camara.leg.br"",""nome"":""Delegada Adriana Accorsi"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/220565"",""siglaUf"":""GO"",""siglaPartido"":""PT"",""id"":""220565""}",Sim
2026-05-06T20:48:42,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/220582.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37903"",""idLegislatura"":""57"",""email"":""dep.danielbarbosa@camara.leg.br"",""nome"":""Daniel Barbosa"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/220582"",""siglaUf"":""AL"",""siglaPartido"":""PP"",""id"":""220582""}",Sim
2026-05-06T20:48:38,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/204431.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36899"",""idLegislatura"":""57"",""email"":""dep.marcosaureliosampaio@camara.leg.br"",""nome"":""Marcos Aurélio Sampaio"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/204431"",""siglaUf"":""PI"",""siglaPartido"":""MDB"",""id"":""204431""}",Sim
2026-05-06T20:48:36,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/188097.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36844"",""idLegislatura"":""57"",""email"":""dep.merlongsolano@camara.leg.br"",""nome"":""Merlong Solano"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/188097"",""siglaUf"":""PI"",""siglaPartido"":""PT"",""id"":""188097""}",Sim
2026-05-06T20:48:34,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/160535.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36844"",""idLegislatura"":""57"",""email"":""dep.marcon@camara.leg.br"",""nome"":""Marcon"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/160535"",""siglaUf"":""RS"",""siglaPartido"":""PT"",""id"":""160535""}",Sim
2026-05-06T20:48:32,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/66385.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37903"",""idLegislatura"":""57"",""email"":""dep.julioarcoverde@camara.leg.br"",""nome"":""Julio Arcoverde"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/66385"",""siglaUf"":""PI"",""siglaPartido"":""PP"",""id"":""66385""}",Sim
2026-05-06T20:48:30,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/137070.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36835"",""idLegislatura"":""57"",""email"":""dep.vicentinhojunior@camara.leg.br"",""nome"":""Vicentinho Júnior"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/137070"",""siglaUf"":""TO"",""siglaPartido"":""PSDB"",""id"":""137070""}",Sim
2026-05-06T20:48:29,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/220532.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36899"",""idLegislatura"":""57"",""email"":""dep.rafaelprudente@camara.leg.br"",""nome"":""Rafael Prudente"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/220532"",""siglaUf"":""DF"",""siglaPartido"":""MDB"",""id"":""220532""}",Não
2026-05-06T20:48:26,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/220588.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37908"",""idLegislatura"":""57"",""email"":""dep.robertoduarte@camara.leg.br"",""nome"":""Roberto Duarte"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/220588"",""siglaUf"":""AC"",""siglaPartido"":""REPUBLICANOS"",""id"":""220588""}",Sim
2026-05-06T20:48:23,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/178908.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37906"",""idLegislatura"":""57"",""email"":""dep.delegadoedermauro@camara.leg.br"",""nome"":""Delegado Éder Mauro"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/178908"",""siglaUf"":""PA"",""siglaPartido"":""PL"",""id"":""178908""}",Não
2026-05-06T20:48:18,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/107970.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37903"",""idLegislatura"":""57"",""email"":""dep.anapaulaleao@camara.leg.br"",""nome"":""Ana Paula Leão"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/107970"",""siglaUf"":""MG"",""siglaPartido"":""PP"",""id"":""107970""}",Não
2026-05-06T20:48:18,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/215043.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/38009"",""idLegislatura"":""57"",""email"":""dep.josivaldojp@camara.leg.br"",""nome"":""Josivaldo JP"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/215043"",""siglaUf"":""MA"",""siglaPartido"":""UNIÃO"",""id"":""215043""}",Sim
2026-05-06T20:48:08,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/220567.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36835"",""idLegislatura"":""57"",""email"":""dep.jefersonrodrigues@camara.leg.br"",""nome"":""Jeferson Rodrigues"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/220567"",""siglaUf"":""GO"",""siglaPartido"":""PSDB"",""id"":""220567""}",Sim
2026-05-06T20:48:08,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/220686.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36898"",""idLegislatura"":""57"",""email"":""dep.duartejr@camara.leg.br"",""nome"":""Duarte Jr."",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/220686"",""siglaUf"":""MA"",""siglaPartido"":""AVANTE"",""id"":""220686""}",Sim
2026-05-06T20:48:05,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/220583.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37903"",""idLegislatura"":""57"",""email"":""dep.delegadofabiocosta@camara.leg.br"",""nome"":""Delegado Fabio Costa"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/220583"",""siglaUf"":""AL"",""siglaPartido"":""PP"",""id"":""220583""}",Não
2026-05-06T20:48:01,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/220551.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37908"",""idLegislatura"":""57"",""email"":""dep.francianebayer@camara.leg.br"",""nome"":""Franciane Bayer"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/220551"",""siglaUf"":""RS"",""siglaPartido"":""REPUBLICANOS"",""id"":""220551""}",Não
2026-05-06T20:48:01,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/220693.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37906"",""idLegislatura"":""57"",""email"":""dep.robertaroma@camara.leg.br"",""nome"":""Roberta Roma"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/220693"",""siglaUf"":""BA"",""siglaPartido"":""PL"",""id"":""220693""}",Não
2026-05-06T20:47:56,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/204388.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37906"",""idLegislatura"":""57"",""email"":""dep.bibonunes@camara.leg.br"",""nome"":""Bibo Nunes"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/204388"",""siglaUf"":""RS"",""siglaPartido"":""PL"",""id"":""204388""}",Não
2026-05-06T20:47:55,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/178832.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36834"",""idLegislatura"":""57"",""email"":""dep.leandre@camara.leg.br"",""nome"":""Leandre"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/178832"",""siglaUf"":""PR"",""siglaPartido"":""PSD"",""id"":""178832""}",Sim
2026-05-06T20:47:55,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/235620.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37908"",""idLegislatura"":""57"",""email"":""dep.ilacirbicalho@camara.leg.br"",""nome"":""Ilacir Bicalho"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/235620"",""siglaUf"":""MG"",""siglaPartido"":""REPUBLICANOS"",""id"":""235620""}",Sim
2026-05-06T20:47:51,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/160666.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36786"",""idLegislatura"":""57"",""email"":""dep.felixmendoncajunior@camara.leg.br"",""nome"":""Félix Mendonça Júnior"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/160666"",""siglaUf"":""BA"",""siglaPartido"":""PDT"",""id"":""160666""}",Sim
2026-05-06T20:47:51,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/220649.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/38009"",""idLegislatura"":""57"",""email"":""dep.delegadodacunha@camara.leg.br"",""nome"":""Delegado da Cunha"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/220649"",""siglaUf"":""SP"",""siglaPartido"":""UNIÃO"",""id"":""220649""}",Sim
2026-05-06T20:47:48,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/204364.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37908"",""idLegislatura"":""57"",""email"":""dep.eliborges@camara.leg.br"",""nome"":""Eli Borges"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/204364"",""siglaUf"":""TO"",""siglaPartido"":""REPUBLICANOS"",""id"":""204364""}",Sim
2026-05-06T20:47:47,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/220665.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37903"",""idLegislatura"":""57"",""email"":""dep.clarissatercio@camara.leg.br"",""nome"":""Clarissa Tércio"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/220665"",""siglaUf"":""PE"",""siglaPartido"":""PP"",""id"":""220665""}",Não
2026-05-06T20:47:46,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/220581.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36834"",""idLegislatura"":""57"",""email"":""dep.lucianoamaral@camara.leg.br"",""nome"":""Luciano Amaral"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/220581"",""siglaUf"":""AL"",""siglaPartido"":""PSD"",""id"":""220581""}",Sim
2026-05-06T20:47:44,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/74454.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36899"",""idLegislatura"":""57"",""email"":""dep.euniciooliveira@camara.leg.br"",""nome"":""Eunício Oliveira"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/74454"",""siglaUf"":""CE"",""siglaPartido"":""MDB"",""id"":""74454""}",Abstenção
2026-05-06T20:47:43,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/178966.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37908"",""idLegislatura"":""57"",""email"":""dep.geovaniadesa@camara.leg.br"",""nome"":""Geovania de Sá"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/178966"",""siglaUf"":""SC"",""siglaPartido"":""REPUBLICANOS"",""id"":""178966""}",Não
2026-05-06T20:47:42,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/204360.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/37903"",""idLegislatura"":""57"",""email"":""dep.silviacristina@camara.leg.br"",""nome"":""Silvia Cristina"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/204360"",""siglaUf"":""RO"",""siglaPartido"":""PP"",""id"":""204360""}",Não
2026-05-06T20:47:42,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/204445.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36844"",""idLegislatura"":""57"",""email"":""dep.fernandomineiro@camara.leg.br"",""nome"":""Fernando Mineiro"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/204445"",""siglaUf"":""RN"",""siglaPartido"":""PT"",""id"":""204445""}",Sim
2026-05-06T20:47:42,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/204553.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36898"",""idLegislatura"":""57"",""email"":""dep.pastorsargentoisidorio@camara.leg.br"",""nome"":""Pastor Sargento Isidório"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/204553"",""siglaUf"":""BA"",""siglaPartido"":""AVANTE"",""id"":""204553""}",Sim
2026-05-06T20:47:40,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/179001.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36899"",""idLegislatura"":""57"",""email"":""dep.marciobiolchi@camara.leg.br"",""nome"":""Márcio Biolchi"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/179001"",""siglaUf"":""RS"",""siglaPartido"":""MDB"",""id"":""179001""}",Sim
2026-05-06T20:47:39,"{""urlFoto"":""https://www.camara.leg.br/internet/deputado/bandep/73778.jpg"",""uriPartido"":""https://dadosabertos.camara.leg.br/api/v2/partidos/36896"",""idLegislatura"":""57"",""email"":""dep.luizcarloshauly@camara.leg.br"",""nome"":""Luiz Carlos Hauly"",""uri"":""https://dadosabertos.camara.leg.br/api/v2/deputados/73778"",""siglaUf"":""PR"",""siglaPartido"":""PODE"",""id"":""73778""}",Sim
