id_deputado,id_despesa,categoria,data_referencia,valor_gasto,cnpj_fornecedor,nome_fornecedor,nome_deputado,uf,partido
160538,0E871CE7-27D9-4484-B9DF-0ACE9F9FC42D,PASSAGEM AÉREA - SIGEPA,2025-11-17,-780.82,,LATAM Airlines Brasil,Bohn Gass,RS,PT
141411,8079090,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,2026-04-08,63.63,33469172000672,SERVICO NACIONAL DE APREND. COMERCIAL,Dagoberto Nogueira,MS,PP
74467,73D3D16E-B918-4166-85F3-BC30A3E815DE,PASSAGEM AÉREA - SIGEPA,2026-03-12,1214.87,,Gol Linhas Aéreas,Damião Feliciano,PB,UNIÃO
224333,8022920,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,2025-11-28,47.6,04751278000151,ERICA P L I TEODORO RESTAURANTE E LANCHONETE,Welter,PR,PT
74270,8056851,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,2026-02-24,6500,47121800000124,J.A. SERVICE E TRANSPORTE LTDA,Gilberto Nascimento,SP,PSD
122158,8059704,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,2026-03-03,11503,00104659000198,HADDAD RENT A CAR LOCADORA LTDA,Pedro Paulo,RJ,PSD
220545,8052280,COMBUSTÍVEIS E LUBRIFICANTES.,2026-02-13,300.02,04006471000168,CRUZ E CRUZ COMERCIO DE COMBUSTIVEIS LTDA,Filipe Martins,TO,PL
66828,8051139,TELEFONIA,2026-01-28,616,02558157000162,VIVO TELEFONICA BRASIL S.A,Fausto Pinato,SP,PP
220648,8036753,COMBUSTÍVEIS E LUBRIFICANTES.,2026-01-05,4000,66130824000194,AUTO POSTO DON PEPE,Marangoni,SP,UNIÃO
220618,8059569,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2026-03-03,3071.17,05492065000115,BNI - NEGÓCIOS IMOBILIÁRIOS LTDA,Sargento Portugal,RJ,PODE
160538,2176A9ED-9720-4CFC-8F98-524929FCC28B,PASSAGEM AÉREA - SIGEPA,2025-12-04,1513.49,,Azul Linhas Aéreas,Bohn Gass,RS,PT
141411,8067077,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,2026-03-15,100.88,05554513000168,MARIE CLAUDE YOUSSEF YAMMINE,Dagoberto Nogueira,MS,PP
74467,73D3D16E-B918-4166-85F3-BC30A3E815DE,PASSAGEM AÉREA - SIGEPA,2026-03-12,90,,Gol Linhas Aéreas,Damião Feliciano,PB,UNIÃO
224333,8030646,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,2025-12-13,98,02248246000102,ELIZETE DUBINSKI ALBANO,Welter,PR,PT
74270,8058168,TELEFONIA,2026-02-13,366.07,02421421000626,TIM S.A,Gilberto Nascimento,SP,PSD
122158,8051041,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,2026-02-11,11503,00104659000198,HADDAD RENT A CAR LOCADORA LTDA,Pedro Paulo,RJ,PSD
220545,8084693,COMBUSTÍVEIS E LUBRIFICANTES.,2026-04-17,374.06,01272434000537,CARRETEIRO DERIVADOS DE PETROLEO LTDA C 5,Filipe Martins,TO,PL
66828,8053315,TELEFONIA,2026-01-28,336.03,02558157000243,TELEFONIA BRASIL S.A - VIVO,Fausto Pinato,SP,PP
220648,8081510,COMBUSTÍVEIS E LUBRIFICANTES.,2026-04-13,205.12,05208306000151,AUTO POSTO BRAGA LTDA,Marangoni,SP,UNIÃO
220618,8049269,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2026-02-09,3089.32,05492065000115,BNI - NEGÓCIOS IMOBILIÁRIOS LTDA,Sargento Portugal,RJ,PODE
160538,8051931,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-27,41.29,17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,Bohn Gass,RS,PT
141411,8065838,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,2026-03-12,129.9,05554513000168,MARIE CLAUDE YOUSSEF YAMMINE,Dagoberto Nogueira,MS,PP
74467,F909DD9C-5726-4B0E-8FCF-A62ED4FB7104,PASSAGEM AÉREA - SIGEPA,2026-03-11,1536.85,,Gol Linhas Aéreas,Damião Feliciano,PB,UNIÃO
224333,8030603,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,2025-12-16,28.8,55567582008673,CAFE PACIFICO SA,Welter,PR,PT
74270,8076220,TELEFONIA,2026-03-08,297,02421421000111,TIM S.A,Gilberto Nascimento,SP,PSD
122158,8075647,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,2026-04-01,11503,00104659000198,HADDAD RENT A CAR LOCADORA LTDA,Pedro Paulo,RJ,PSD
220545,8067001,COMBUSTÍVEIS E LUBRIFICANTES.,2026-03-16,300,01272434000537,CARRETEIRO DERIVADOS DE PETROLEO LTDA C 5,Filipe Martins,TO,PL
66828,8072990,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2026-04-08,10000,64097897000104,GUSTAVO GOMES DE SOUSA DIAS,Fausto Pinato,SP,PP
220648,8081511,COMBUSTÍVEIS E LUBRIFICANTES.,2026-04-07,250,05208306000151,AUTO POSTO BRAGA LTDA,Marangoni,SP,UNIÃO
220618,84615134-2D57-4148-B6A7-910A2806EE44,PASSAGEM AÉREA - SIGEPA,2025-12-23,1184.82,,LATAM Airlines Brasil,Sargento Portugal,RJ,PODE
160538,8051929,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-27,36.76,17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,Bohn Gass,RS,PT
141411,8053500,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,2026-02-11,90,05554513000168,MARIE CLAUDE YOUSSEF YAMMINE,Dagoberto Nogueira,MS,PP
74467,F909DD9C-5726-4B0E-8FCF-A62ED4FB7104,PASSAGEM AÉREA - SIGEPA,2026-03-11,58,,Gol Linhas Aéreas,Damião Feliciano,PB,UNIÃO
224333,8030636,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,2025-12-11,53,54771042000155,Ao Distinto Cavalheiro Bar LTDA,Welter,PR,PT
74270,8076214,TELEFONIA,2026-03-14,381.41,02421421000111,TIM S.A,Gilberto Nascimento,SP,PSD
122158,8084468,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2026-04-02,1759.03,13347016000117,Facebook Serviços Online do Brasil Ltda.,Pedro Paulo,RJ,PSD
220545,8055348,COMBUSTÍVEIS E LUBRIFICANTES.,2026-02-24,316.4,01272434000537,CARRETEIRO DERIVADOS DE PETROLEO LTDA C 5,Filipe Martins,TO,PL
66828,8052837,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2026-02-18,22000,64097897000104,GUSTAVO GOMES DE SOUSA DIAS,Fausto Pinato,SP,PP
220648,8057465,COMBUSTÍVEIS E LUBRIFICANTES.,2026-02-26,120,05208306000151,AUTO POSTO BRAGA LTDA,Marangoni,SP,UNIÃO
220618,84615134-2D57-4148-B6A7-910A2806EE44,PASSAGEM AÉREA - SIGEPA,2025-12-23,67,,LATAM Airlines Brasil,Sargento Portugal,RJ,PODE
160538,8051924,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-27,20.68,17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,Bohn Gass,RS,PT
141411,8050400,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,2026-02-05,41.3,02171334000900,LCA RESTAURANTE LTDA,Dagoberto Nogueira,MS,PP
74467,8889BE4E-8127-42E4-8EAB-4DDDFE226FBC,PASSAGEM AÉREA - SIGEPA,2026-02-15,963.05,,Gol Linhas Aéreas,Damião Feliciano,PB,UNIÃO
224333,8015148,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,2025-11-13,29,97545216000174,ALLAN COLOMBARI,Welter,PR,PT
74270,8058180,TELEFONIA,2026-02-09,295.97,02421421000111,TIM S.A,Gilberto Nascimento,SP,PSD
122158,8050374,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2026-02-10,10000,50305636000110,AN COM EVENTOS E SOLUCOES COMPLEMENTARES LTDA,Pedro Paulo,RJ,PSD
220545,8052279,COMBUSTÍVEIS E LUBRIFICANTES.,2026-02-13,222.8,01272434000537,CARRETEIRO DERIVADOS DE PETROLEO LTDA C 5,Filipe Martins,TO,PL
66828,8039944,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2026-01-19,20000,64097897000104,GUSTAVO GOMES DE SOUSA DIAS,Fausto Pinato,SP,PP
220648,8054801,COMBUSTÍVEIS E LUBRIFICANTES.,2026-02-24,274.12,05208306000151,AUTO POSTO BRAGA LTDA,Marangoni,SP,UNIÃO
220618,84615134-2D57-4148-B6A7-910A2806EE44,PASSAGEM AÉREA - SIGEPA,2025-12-23,-32.87,,LATAM Airlines Brasil,Sargento Portugal,RJ,PODE
160538,8051923,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-26,11.96,17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,Bohn Gass,RS,PT
141411,8047470,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,2026-02-04,95.73,48255763000100,GASTRONOMIA E PIZZARIA CHAO DE ESTRELAS LTDA,Dagoberto Nogueira,MS,PP
74467,8889BE4E-8127-42E4-8EAB-4DDDFE226FBC,PASSAGEM AÉREA - SIGEPA,2026-02-15,90,,Gol Linhas Aéreas,Damião Feliciano,PB,UNIÃO
224333,8031104,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2025-11-19,12000,10825371000166,Zocca & Silva Ltda Me,Welter,PR,PT
74270,8044800,TELEFONIA,2026-01-07,294.1,02421421000111,TIM S.A,Gilberto Nascimento,SP,PSD
122158,8075435,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2026-04-01,10000,50305636000110,AN COM EVENTOS E SOLUCOES COMPLEMENTARES LTDA,Pedro Paulo,RJ,PSD
220545,8054699,COMBUSTÍVEIS E LUBRIFICANTES.,2026-02-13,224.61,01272434000537,CARRETEIRO DERIVADOS DE PETROLEO LTDA C 5,Filipe Martins,TO,PL
66828,8051686,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2026-02-02,1921.15,13347016000117,Facebook Serviços Online do Brasil Ltda.,Fausto Pinato,SP,PP
220648,8044149,COMBUSTÍVEIS E LUBRIFICANTES.,2026-01-28,250,24046493000240,AUTO POSTO ANDRADE LTDA - METROPOLITANO,Marangoni,SP,UNIÃO
220618,BD867D63-4249-480F-9B09-71987516E466,PASSAGEM AÉREA - SIGEPA,2025-12-23,1153.8,,LATAM Airlines Brasil,Sargento Portugal,RJ,PODE
160538,8051920,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-19,20.6,17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,Bohn Gass,RS,PT
141411,8064116,TELEFONIA,2026-02-28,1519.51,02558157000162,Telefônica Brasil S/A - VIVO,Dagoberto Nogueira,MS,PP
74467,B2593E81-719C-4137-89B1-11DD29E26E7A,PASSAGEM AÉREA - SIGEPA,2026-02-09,541.87,,Gol Linhas Aéreas,Damião Feliciano,PB,UNIÃO
224333,8028534,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2025-12-11,500,09474683000193,Z.K PRODUÇÕES LTDA,Welter,PR,PT
74270,8044805,TELEFONIA,2026-01-15,351.07,02421421000111,TIM S.A,Gilberto Nascimento,SP,PSD
122158,8058934,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2026-03-03,10000,50305636000110,AN COM EVENTOS E SOLUCOES COMPLEMENTARES LTDA,Pedro Paulo,RJ,PSD
220545,8054695,COMBUSTÍVEIS E LUBRIFICANTES.,2026-02-13,220.02,01272434000537,CARRETEIRO DERIVADOS DE PETROLEO LTDA C 5,Filipe Martins,TO,PL
66828,8073069,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2026-03-20,3600,22435777000111,DIDATA INFORMÁTICA,Fausto Pinato,SP,PP
220648,8059905,COMBUSTÍVEIS E LUBRIFICANTES.,2026-03-03,282.22,00306597001926,19 - 303 SUL - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,Marangoni,SP,UNIÃO
220618,BD867D63-4249-480F-9B09-71987516E466,PASSAGEM AÉREA - SIGEPA,2025-12-23,67,,LATAM Airlines Brasil,Sargento Portugal,RJ,PODE
160538,8051915,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-18,21.02,17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,Bohn Gass,RS,PT
141411,8047300,TELEFONIA,2026-01-28,1522.51,02558157000162,TELEFÔNICA BRASIL S/A - VIVO,Dagoberto Nogueira,MS,PP
74467,B2593E81-719C-4137-89B1-11DD29E26E7A,PASSAGEM AÉREA - SIGEPA,2026-02-09,90,,Gol Linhas Aéreas,Damião Feliciano,PB,UNIÃO
224333,8034535,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2025-12-12,1500,38544950000150,SCHAEFER IDEIAS E COMUNICAÇÃO LTDA,Welter,PR,PT
74270,8077737,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2026-04-07,10000,37306485000156,MINUSSI FILMES PRESTACOES DE SERVICOS PRODUCOES CINEMATOGRAF,Gilberto Nascimento,SP,PSD
122158,8044363,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2026-01-29,20176.8,16826220000109,PAX IMÓVEIS LTDA.,Pedro Paulo,RJ,PSD
220545,8038471,COMBUSTÍVEIS E LUBRIFICANTES.,2026-01-01,200,01272434000537,CARRETEIRO DERIVADOS DE PETROLEO LTDA C 5,Filipe Martins,TO,PL
66828,8086235,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2026-04-23,10000,33285209000106,BASE LAB CONSULTORIA POLÍTICA LTDA,Fausto Pinato,SP,PP
220648,8088057,COMBUSTÍVEIS E LUBRIFICANTES.,2026-04-27,272.69,00306597006308,063 - 311 SUL - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,Marangoni,SP,UNIÃO
220618,AE8346E9-DAE1-45E8-88AC-5A31BC5C1AC8,PASSAGEM AÉREA - SIGEPA,2025-11-17,1288.57,,LATAM Airlines Brasil,Sargento Portugal,RJ,PODE
160538,8051913,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-18,17.88,17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,Bohn Gass,RS,PT
141411,8076114,TELEFONIA,2026-03-27,1556.4,02558157000162,TELEFÔNICA BRASIL S/A - VIVO,Dagoberto Nogueira,MS,PP
74467,CC325327-9C0B-4304-BF95-00EE462D203D,PASSAGEM AÉREA - SIGEPA,2026-01-22,2207.49,,Gol Linhas Aéreas,Damião Feliciano,PB,UNIÃO
224333,8028706,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2025-12-11,1200,36411719000162,REGIONAL PRODUÇÕES LTDA,Welter,PR,PT
74270,8077746,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2026-03-03,10000,37306485000156,MINUSSI FILMES PRESTACOES DE SERVICOS PRODUCOES CINEMATOGRAF,Gilberto Nascimento,SP,PSD
122158,8058932,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2026-02-28,19764,21011700000151,GPX RIO IMOVEIS LTDA,Pedro Paulo,RJ,PSD
220545,8038477,COMBUSTÍVEIS E LUBRIFICANTES.,2026-01-07,200,13815483000124,BURITI COMERCIO DE COMBUSTIVEIS LTDA,Filipe Martins,TO,PL
66828,8050488,COMBUSTÍVEIS E LUBRIFICANTES.,2026-02-07,130,66899998000116,RALPHA POSTO LT,Fausto Pinato,SP,PP
220648,8045720,COMBUSTÍVEIS E LUBRIFICANTES.,2026-02-03,274.94,00306597006308,063 - 311 SUL - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,Marangoni,SP,UNIÃO
220618,AE8346E9-DAE1-45E8-88AC-5A31BC5C1AC8,PASSAGEM AÉREA - SIGEPA,2025-11-17,-1288.57,,LATAM Airlines Brasil,Sargento Portugal,RJ,PODE
160538,8051912,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-17,23.22,17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,Bohn Gass,RS,PT
141411,8076138,TELEFONIA,2026-03-22,186.91,66970229001805,Claro NXT Telecomunicações S.A,Dagoberto Nogueira,MS,PP
74467,9B8CFADA-2416-4F1B-A6F9-71AB872FBECE,PASSAGEM AÉREA - SIGEPA,2026-01-17,1521.97,,Gol Linhas Aéreas,Damião Feliciano,PB,UNIÃO
224333,8021396,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2025-12-01,2000,76401884000158,Radio Educadora Marechal,Welter,PR,PT
74270,8046491,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2026-02-03,10000,37306485000156,MINUSSI FILMES PRESTACOES DE SERVICOS PRODUCOES CINEMATOGRAF,Gilberto Nascimento,SP,PSD
122158,8091482,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2026-04-29,18458.4,21011700000151,GPX RIO IMOVEIS LTDA,Pedro Paulo,RJ,PSD
220545,8040887,COMBUSTÍVEIS E LUBRIFICANTES.,2026-01-15,225.32,37063328001058,AUTO SHOPPING DERIVADOS DE PETROLEO LTDA,Filipe Martins,TO,PL
66828,8043185,COMBUSTÍVEIS E LUBRIFICANTES.,2026-01-24,120,66899998000116,RALPHA POSTO LT,Fausto Pinato,SP,PP
220648,8065516,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2026-03-12,800,31602730000196,PARLANET WEB E TECNOLOGIA EIRELI.,Marangoni,SP,UNIÃO
220618,24B3C756-C6E1-4B31-A4A8-33588B023566,PASSAGEM AÉREA - SIGEPA,2025-11-17,1303.2,,LATAM Airlines Brasil,Sargento Portugal,RJ,PODE
160538,8051910,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-17,21.07,17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,Bohn Gass,RS,PT
141411,8059645,TELEFONIA,2026-02-21,182.66,66970229001805,Claro NXT Telecomunicações S.A,Dagoberto Nogueira,MS,PP
74467,9B8CFADA-2416-4F1B-A6F9-71AB872FBECE,PASSAGEM AÉREA - SIGEPA,2026-01-17,85,,Gol Linhas Aéreas,Damião Feliciano,PB,UNIÃO
224333,8018797,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2025-11-26,1200,28142794000147,Odair José Lima de Paula,Welter,PR,PT
74270,8075466,COMBUSTÍVEIS E LUBRIFICANTES.,2026-04-01,3836.21,43911106000150,POSTO DE SERVICOS CHICAJULIA LT,Gilberto Nascimento,SP,PSD
122158,8075195,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2026-03-27,18631.4,21011700000151,GPX RIO IMOVEIS LTDA,Pedro Paulo,RJ,PSD
220545,8084053,COMBUSTÍVEIS E LUBRIFICANTES.,2026-04-16,200,05258846000140,AUTO POSTO WALTER SANTOS LTDA,Filipe Martins,TO,PL
66828,8041517,COMBUSTÍVEIS E LUBRIFICANTES.,2026-01-13,160.77,66899998000116,RALPHA POSTO LT,Fausto Pinato,SP,PP
220648,8054794,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2026-02-19,800,31602730000196,PARLANET WEB E TECNOLOGIA EIRELI,Marangoni,SP,UNIÃO
220618,24B3C756-C6E1-4B31-A4A8-33588B023566,PASSAGEM AÉREA - SIGEPA,2025-11-17,-1303.2,,LATAM Airlines Brasil,Sargento Portugal,RJ,PODE
160538,8051905,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-17,21.07,17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,Bohn Gass,RS,PT
141411,8047306,TELEFONIA,2026-01-24,182.66,66970229001805,Claro NXT Telecomunicações S.A,Dagoberto Nogueira,MS,PP
74467,403C3A63-49E7-4A1E-89CA-787885E19B65,PASSAGEM AÉREA - SIGEPA,2026-01-17,580.82,,Gol Linhas Aéreas,Damião Feliciano,PB,UNIÃO
224333,8020997,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2025-12-01,7557.14,58008958000109,Marcelo Bianconi,Welter,PR,PT
74270,8060474,COMBUSTÍVEIS E LUBRIFICANTES.,2026-03-02,4322.01,43911106000150,POSTO DE SERVICOS CHICAJULIA LT,Gilberto Nascimento,SP,PSD
122158,F758A0F4-4646-4860-AFAA-E114C38A7874,PASSAGEM AÉREA - SIGEPA,2025-12-15,2952.25,,LATAM Airlines Brasil,Pedro Paulo,RJ,PSD
220545,8054706,COMBUSTÍVEIS E LUBRIFICANTES.,2026-02-16,380.72,16557959000162,AUTO POSTO SAMDU LTDA,Filipe Martins,TO,PL
66828,8089815,COMBUSTÍVEIS E LUBRIFICANTES.,2026-03-08,270.6,72962079000142,POSTO VILAR,Fausto Pinato,SP,PP
220648,8040280,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2026-01-14,800,31602730000196,PARLANET WEB E TECNOLOGIA EIRELI,Marangoni,SP,UNIÃO
220618,A41D8824-2AED-404A-9FDC-0C931531C86F,PASSAGEM AÉREA - SIGEPA,2025-11-17,2273.47,,LATAM Airlines Brasil,Sargento Portugal,RJ,PODE
160538,8051907,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-17,17.52,17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,Bohn Gass,RS,PT
141411,8076146,SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.,2026-04-01,400,15329844000158,H B DINIZ,Dagoberto Nogueira,MS,PP
74467,4AFA376D-9A9B-4E21-BDB7-0C5881A27D24,PASSAGEM AÉREA - SIGEPA,2026-01-11,1990.84,,Gol Linhas Aéreas,Damião Feliciano,PB,UNIÃO
224333,8025414,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2025-12-05,750,15270904000104,Kelli Cristina Scherer,Welter,PR,PT
74270,8044749,COMBUSTÍVEIS E LUBRIFICANTES.,2026-02-02,1918.42,43911106000150,POSTO DE SERVICOS CHICAJULIA LT,Gilberto Nascimento,SP,PSD
122158,DC6E0C01-4E17-479E-A8B2-CF183BEF984E,PASSAGEM AÉREA - SIGEPA,2025-12-15,2951.58,,LATAM Airlines Brasil,Pedro Paulo,RJ,PSD
220545,8041182,COMBUSTÍVEIS E LUBRIFICANTES.,2026-01-22,324.33,16823762000128,AUTO POSTO PRATAO MIRANORTE LTDA,Filipe Martins,TO,PL
66828,8089468,COMBUSTÍVEIS E LUBRIFICANTES.,2026-02-23,150,05381026000140,POSTO PANTANAL FONTE LTDA,Fausto Pinato,SP,PP
220648,8083238,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2026-04-15,800,31602730000196,PARLANET WEB E TECNOLOGIA EIRELI,Marangoni,SP,UNIÃO
220618,A41D8824-2AED-404A-9FDC-0C931531C86F,PASSAGEM AÉREA - SIGEPA,2025-11-17,75,,LATAM Airlines Brasil,Sargento Portugal,RJ,PODE
160538,8051787,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-17,17.52,17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,Bohn Gass,RS,PT
141411,8071745,SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.,2026-03-02,400,15329844000158,H B DINIZ,Dagoberto Nogueira,MS,PP
74467,4AFA376D-9A9B-4E21-BDB7-0C5881A27D24,PASSAGEM AÉREA - SIGEPA,2026-01-11,85,,Gol Linhas Aéreas,Damião Feliciano,PB,UNIÃO
224333,8029172,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2025-12-15,1000,28727946000173,GDIA JORNAIS E INFORMAÇÃO EIRELI,Welter,PR,PT
74270,8060488,COMBUSTÍVEIS E LUBRIFICANTES.,2026-03-03,150,53600984000108,POSTO DE COMBUSTIVEIS SAO RAFAEL LTDA,Gilberto Nascimento,SP,PSD
122158,2B747A3E-01F8-4B46-91BF-23A783322EE4,PASSAGEM AÉREA - SIGEPA,2025-12-15,803.44,,LATAM Airlines Brasil,Pedro Paulo,RJ,PSD
220545,8073642,COMBUSTÍVEIS E LUBRIFICANTES.,2026-03-29,50,16823762000128,AUTO POSTO PRATAO MIRANORTE LTDA,Filipe Martins,TO,PL
66828,8090004,COMBUSTÍVEIS E LUBRIFICANTES.,2026-03-31,150,49922040000180,POSTO DE SERVICO NORMANDI LTDA,Fausto Pinato,SP,PP
220648,8080754,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2026-04-10,2843.63,64441938934,IVANILDO VIEIRA GALVÃO,Marangoni,SP,UNIÃO
220618,D5123535-6F3A-4712-AA2B-26C272300537,PASSAGEM AÉREA - SIGEPA,2025-11-14,1943.13,,LATAM Airlines Brasil,Sargento Portugal,RJ,PODE
160538,8051786,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-17,15.21,17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,Bohn Gass,RS,PT
141411,8056466,SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.,2026-02-26,400,15329844000158,H B DINIZ,Dagoberto Nogueira,MS,PP
74467,4AFA376D-9A9B-4E21-BDB7-0C5881A27D24,PASSAGEM AÉREA - SIGEPA,2026-01-11,85,,Gol Linhas Aéreas,Damião Feliciano,PB,UNIÃO
224333,8026606,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2025-12-03,1500,13347016000117,Facebook Serviços Online do Brasil Ltda.,Welter,PR,PT
74270,8051842,COMBUSTÍVEIS E LUBRIFICANTES.,2026-02-12,150,53600984000108,POSTO DE COMBUSTIVEIS SAO RAFAEL LTDA,Gilberto Nascimento,SP,PSD
122158,E1D51959-CDA7-4F65-99E3-A92FA2E13372,PASSAGEM AÉREA - SIGEPA,2025-12-09,3011.74,,LATAM Airlines Brasil,Pedro Paulo,RJ,PSD
220545,8040891,COMBUSTÍVEIS E LUBRIFICANTES.,2026-01-15,237.6,30879261000194,AUTO POSTO GOLDEN GAS LAGO LTDA,Filipe Martins,TO,PL
66828,8089992,COMBUSTÍVEIS E LUBRIFICANTES.,2026-03-27,100,40788946000189,POSTO AVENIDA 1 ITAHYE LTDA,Fausto Pinato,SP,PP
220648,8063719,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2026-03-10,2843.63,64441938934,IVANILDO VIEIRA GALVÃO,Marangoni,SP,UNIÃO
220618,D5123535-6F3A-4712-AA2B-26C272300537,PASSAGEM AÉREA - SIGEPA,2025-11-14,-1943.13,,LATAM Airlines Brasil,Sargento Portugal,RJ,PODE
160538,8051785,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",2025-12-16,21.97,17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,Bohn Gass,RS,PT
141411,8056454,SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.,2026-02-26,400,15329844000158,H B DINIZ,Dagoberto Nogueira,MS,PP
